scenario,avian_included,prob_scenario,lead_days,threat_class,p_event,p_warning,Bd_us,Bd_base,ratio_Bd,ev_us,ev_base,deaths_averted_us,deaths_averted_base,pct_of_portfolio_ev_us,portfolio_view
A_screening_only,True,high,10,Mpox-like orthopoxvirus,0.05,0.4,12798770222.608719,426595472.0427035,30.002123935641592,255975404.45217443,8531909.440854073,3597.530187209947,119.90919447050297,6.23815700750018,A_screening_only_with_avian
A_screening_only,True,high,10,High-burden enteric outbreak,0.25,0.4,2028829347.4601345,56175592.903420955,36.11585107696449,202882934.74601346,5617559.290342096,250.14515752394777,6.966731638186481,4.9442859707425875,A_screening_only_with_avian
A_screening_only,True,high,14,SARS-like respiratory virus,0.05,0.4,28171013575.432796,937837818.2255151,30.038257178341592,563420271.508656,18756756.364510305,7778.8225974114175,258.964418396031,12.550410050453177,A_screening_only_with_avian
A_screening_only,True,high,14,Avian-influenza-like respiratory virus,0.03,0.35,284212383011.1994,9385419840.594383,30.28233023544742,2984230021.6175933,98546908.32624102,80043.40171207923,2643.205284226903,66.47490754261607,A_screening_only_with_avian
A_screening_only,True,high,14,Ebola-like viral haemorrhagic fever,0.02,0.4,51964104510.632935,1732088540.6025465,30.000836153881625,415712836.08506346,13856708.324820371,14718.435048108924,490.60080317059226,9.260168332484676,A_screening_only_with_avian
A_screening_only,True,high,14,Mpox-like orthopoxvirus,0.05,0.4,16163476730.378876,538739647.234667,30.00238949062961,323269534.60757756,10774792.944693342,4545.655692823492,151.50981231676363,7.2009571208371606,A_screening_only_with_avian
A_screening_only,True,high,14,High-burden enteric outbreak,0.25,0.4,2026252109.731101,55967073.64774212,36.20436048674569,202625210.9731101,5596707.364774212,252.71061018496528,7.037563658567738,4.513556953608914,A_screening_only_with_avian
B_screening_plus_countermeasures,False,low,2,SARS-like respiratory virus,0.005,0.05,10302163616.286034,343144245.5864057,30.0228366023754,2575540.9040715084,85786.06139660142,2839.8377768669916,94.58923156347309,38.022815582101316,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,2,Ebola-like viral haemorrhagic fever,0.001,0.05,13029726127.776592,434317589.15275407,30.000456931054433,651486.3063888296,21715.879457637704,3688.2548022160345,122.93994755873038,9.61791895555896,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,2,Mpox-like orthopoxvirus,0.005,0.05,3814715817.1489754,127151635.8182495,30.001311368118998,953678.9542872439,31787.908954562376,1070.6790005925059,35.68773794045325,14.079201361574775,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,2,High-burden enteric outbreak,0.02,0.05,2592966075.5688524,71740856.5423497,36.14350595379616,2592966.0755688525,71740.85654234969,311.9676865435016,8.639472726621221,38.28006410076495,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,SARS-like respiratory virus,0.005,0.05,30599887382.761845,1018485138.988826,30.044510431582804,7649971.845690461,254621.28474720652,8434.443622003184,280.73150466490983,47.67446039840896,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,Ebola-like viral haemorrhagic fever,0.001,0.05,35827782815.511765,1194229492.2557976,30.00075198933175,1791389.1407755883,59711.47461278988,10141.882743766211,338.0542617092325,11.163898687830715,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,Mpox-like orthopoxvirus,0.005,0.05,10356771904.852386,345201497.03184354,30.00210599867999,2589192.9762130966,86300.37425796088,2906.410125063444,96.87353344447479,16.135795071958043,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,High-burden enteric outbreak,0.02,0.05,4015714378.4005213,109518352.30848765,36.66704523721459,4015714.3784005214,109518.35230848765,484.51856279618653,13.235736077655407,25.025845841802276,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,10,SARS-like respiratory virus,0.005,0.05,82744099521.99527,2748885143.0326104,30.100966470614615,20686024.88049882,687221.2857581526,22807.292366976148,757.6920910770575,57.961697704724955,B_screening_plus_countermeasures_without_avian
