scenario,avian_included,prob_scenario,lead_days,threat_class,p_event,p_warning,Bd_us,Bd_base,ratio_Bd,ev_us,ev_base,deaths_averted_us,deaths_averted_base,pct_of_portfolio_ev_us,portfolio_view
B_screening_plus_countermeasures,False,low,10,Ebola-like viral haemorrhagic fever,0.001,0.05,84341233749.83186,2811242678.531605,30.001406279832725,4217061.687491593,140562.13392658025,23877.21713186617,795.8698509739894,11.816095946157002,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,10,Mpox-like orthopoxvirus,0.005,0.05,23824107511.406174,794035684.7787341,30.003824724886258,5956026.877851544,198508.92119468353,6684.587177312423,222.79116446027737,16.688630677452966,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,10,High-burden enteric outbreak,0.02,0.05,4830015236.826917,130578216.31527328,36.98944106546175,4830015.236826917,130578.21631527328,585.6552767165473,15.878228696821871,13.533575671665076,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,SARS-like respiratory virus,0.005,0.05,148994554703.84274,4938004530.573419,30.17302916215449,37248638.67596069,1234501.1326433546,41071.56038201988,1361.1972449041475,63.81332647380251,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,Ebola-like viral haemorrhagic fever,0.001,0.05,135047855845.49557,4501277581.681578,30.00211682014169,6752392.792274779,225063.8790840789,38237.211714368335,1274.4836169433604,11.568010564930214,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,Mpox-like orthopoxvirus,0.005,0.05,37386247399.228836,1245974052.5100775,30.005638820417133,9346561.849807208,311493.5131275194,10489.078927968563,349.570248858354,16.012268472894792,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,High-burden enteric outbreak,0.02,0.05,5023660359.278928,135416537.87930387,37.09783485792919,5023660.359278928,135416.53787930388,611.7362206936192,16.5538816589685,8.606394488372484,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,SARS-like respiratory virus,0.02,0.2,10302163616.286034,343144245.5864057,30.0228366023754,41208654.465144135,1372576.9823456227,2839.8377768669916,94.58923156347309,33.956674975533325,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,Ebola-like viral haemorrhagic fever,0.005,0.2,13029726127.776592,434317589.15275407,30.000456931054433,13029726.127776593,434317.58915275405,3688.2548022160345,122.93994755873038,10.736729477914942,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,Mpox-like orthopoxvirus,0.02,0.2,3814715817.1489754,127151635.8182495,30.001311368118998,15258863.268595902,508606.543272998,1070.6790005925059,35.68773794045325,12.573578711386418,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,High-burden enteric outbreak,0.1,0.2,2592966075.5688524,71740856.5423497,36.14350595379616,51859321.51137706,1434817.1308469942,311.9676865435016,8.639472726621221,42.73301683516531,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,SARS-like respiratory virus,0.02,0.2,30599887382.761845,1018485138.988826,30.044510431582804,122399549.53104737,4073940.5559553043,8434.443622003184,280.73150466490983,43.71901081701856,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,Ebola-like viral haemorrhagic fever,0.005,0.2,35827782815.511765,1194229492.2557976,30.00075198933175,35827782.81551176,1194229.4922557976,10141.882743766211,338.0542617092325,12.797066904758786,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,Mpox-like orthopoxvirus,0.02,0.2,10356771904.852386,345201497.03184354,30.00210599867999,41427087.619409546,1380805.988127374,2906.410125063444,96.87353344447479,14.797042135282794,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,High-burden enteric outbreak,0.1,0.2,4015714378.4005213,109518352.30848765,36.66704523721459,80314287.56801043,2190367.0461697537,484.51856279618653,13.235736077655407,28.686880142939863,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,SARS-like respiratory virus,0.02,0.2,82744099521.99527,2748885143.0326104,30.100966470614615,330976398.0879811,10995540.572130442,22807.292366976148,757.6920910770575,54.50733979341468,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,Ebola-like viral haemorrhagic fever,0.005,0.2,84341233749.83186,2811242678.531605,30.001406279832725,84341233.74983187,2811242.678531605,23877.21713186617,795.8698509739894,13.88986137125057,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,Mpox-like orthopoxvirus,0.02,0.2,23824107511.406174,794035684.7787341,30.003824724886258,95296430.0456247,3176142.7391149364,6684.587177312423,222.79116446027737,15.694034147460444,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,High-burden enteric outbreak,0.1,0.2,4830015236.826917,130578216.31527328,36.98944106546175,96600304.73653835,2611564.3263054662,585.6552767165473,15.878228696821871,15.908764687874303,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,SARS-like respiratory virus,0.02,0.2,148994554703.84274,4938004530.573419,30.17302916215449,595978218.815371,19752018.122293673,41071.56038201988,1361.1972449041475,60.74937045792424,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,Ebola-like viral haemorrhagic fever,0.005,0.2,135047855845.49557,4501277581.681578,30.00211682014169,135047855.84549558,4501277.5816815775,38237.211714368335,1274.4836169433604,13.765724929702362,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,Mpox-like orthopoxvirus,0.02,0.2,37386247399.228836,1245974052.5100775,30.005638820417133,149544989.59691533,4983896.21004031,10489.078927968563,349.570248858354,15.24344965359182,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,High-burden enteric outbreak,0.1,0.2,5023660359.278928,135416537.87930387,37.09783485792919,100473207.18557857,2708330.757586078,611.7362206936192,16.5538816589685,10.24145495878157,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,SARS-like respiratory virus,0.05,0.4,10302163616.286034,343144245.5864057,30.0228366023754,206043272.32572073,6862884.911728115,2839.8377768669916,94.58923156347309,31.901564187887228,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,Ebola-like viral haemorrhagic fever,0.02,0.4,13029726127.776592,434317589.15275407,30.000456931054433,104237809.02221274,3474540.7132220324,3688.2548022160345,122.93994755873038,16.139081455035413,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,Mpox-like orthopoxvirus,0.05,0.4,3814715817.1489754,127151635.8182495,30.001311368118998,76294316.34297952,2543032.7163649905,1070.6790005925059,35.68773794045325,11.812606170120052,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,High-burden enteric outbreak,0.25,0.4,2592966075.5688524,71740856.5423497,36.14350595379616,259296607.55688524,7174085.65423497,311.9676865435016,8.639472726621221,40.1467481869573,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,SARS-like respiratory virus,0.05,0.4,30599887382.761845,1018485138.988826,30.044510431582804,611997747.655237,20369702.779776525,8434.443622003184,280.73150466490983,40.60152799583011,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,Ebola-like viral haemorrhagic fever,0.02,0.4,35827782815.511765,1194229492.2557976,30.00075198933175,286622262.5240941,9553835.93804638,10141.882743766211,338.0542617092325,19.015269027846056,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,Mpox-like orthopoxvirus,0.05,0.4,10356771904.852386,345201497.03184354,30.00210599867999,207135438.09704778,6904029.940636872,2906.410125063444,96.87353344447479,13.741905621462386,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,High-burden enteric outbreak,0.25,0.4,4015714378.4005213,109518352.30848765,36.66704523721459,401571437.8400521,10951835.230848767,484.51856279618653,13.235736077655407,26.641297354861443,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,SARS-like respiratory virus,0.05,0.4,82744099521.99527,2748885143.0326104,30.100966470614615,1654881990.4399056,54977702.860652216,22807.292366976148,757.6920910770575,50.314196506525676,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,Ebola-like viral haemorrhagic fever,0.02,0.4,84341233749.83186,2811242678.531605,30.001406279832725,674729869.998655,22489941.42825284,23877.21713186617,795.8698509739894,20.514146304118373,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,Mpox-like orthopoxvirus,0.05,0.4,23824107511.406174,794035684.7787341,30.003824724886258,476482150.22812355,15880713.695574684,6684.587177312423,222.79116446027737,14.486722725199822,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,High-burden enteric outbreak,0.25,0.4,4830015236.826917,130578216.31527328,36.98944106546175,483001523.6826917,13057821.631527329,585.6552767165473,15.878228696821871,14.68493446415613,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,SARS-like respiratory virus,0.05,0.4,148994554703.84274,4938004530.573419,30.17302916215449,2979891094.0768557,98760090.61146839,41071.56038201988,1361.1972449041475,56.11461992351299,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,Ebola-like viral haemorrhagic fever,0.02,0.4,135047855845.49557,4501277581.681578,30.00211682014169,1080382846.7639647,36010220.65345262,38237.211714368335,1274.4836169433604,20.344794794195,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,Mpox-like orthopoxvirus,0.05,0.4,37386247399.228836,1245974052.5100775,30.005638820417133,747724947.9845768,24919481.050201554,10489.078927968563,349.570248858354,14.08048144674944,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,High-burden enteric outbreak,0.25,0.4,5023660359.278928,135416537.87930387,37.09783485792919,502366035.9278928,13541653.787930388,611.7362206936192,16.5538816589685,9.460103835542562,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,True,low,2,SARS-like respiratory virus,0.005,0.05,10302163616.286034,343144245.5864057,30.0228366023754,2575540.9040715084,85786.06139660142,2839.8377768669916,94.58923156347309,11.951286512435166,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,Avian-influenza-like respiratory virus,0.002,0.03,246277520747.87158,8138317796.598728,30.261477482582347,14776651.244872294,488299.0677959237,69353.5716198249,2291.778832114358,68.56811803789444,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,Ebola-like viral haemorrhagic fever,0.001,0.05,13029726127.776592,434317589.15275407,30.000456931054433,651486.3063888296,21715.879457637704,3688.2548022160345,122.93994755873038,3.0230929333222685,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,Mpox-like orthopoxvirus,0.005,0.05,3814715817.1489754,127151635.8182495,30.001311368118998,953678.9542872439,31787.908954562376,1070.6790005925059,35.68773794045325,4.425357953177342,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,High-burden enteric outbreak,0.02,0.05,2592966075.5688524,71740856.5423497,36.14350595379616,2592966.0755688525,71740.85654234969,311.9676865435016,8.639472726621221,12.032144563170787,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,SARS-like respiratory virus,0.005,0.05,30599887382.761845,1018485138.988826,30.044510431582804,7649971.845690461,254621.28474720652,8434.443622003184,280.73150466490983,11.185789879501842,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,Avian-influenza-like respiratory virus,0.002,0.03,872397039551.9084,28512490539.35949,30.59701285468646,52343822.37311451,1710749.4323615695,245683.86377720558,8029.446844356766,76.53714423608842,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,Ebola-like viral haemorrhagic fever,0.001,0.05,35827782815.511765,1194229492.2557976,30.00075198933175,1791389.1407755883,59711.47461278988,10141.882743766211,338.0542617092325,2.619369446754938,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,Mpox-like orthopoxvirus,0.005,0.05,10356771904.852386,345201497.03184354,30.00210599867999,2589192.9762130966,86300.37425796088,2906.410125063444,96.87353344447479,3.7859183240938687,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,High-burden enteric outbreak,0.02,0.05,4015714378.4005213,109518352.30848765,36.66704523721459,4015714.3784005214,109518.35230848765,484.51856279618653,13.235736077655407,5.871778113560932,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,SARS-like respiratory virus,0.005,0.05,82744099521.99527,2748885143.0326104,30.100966470614615,20686024.88049882,687221.2857581526,22807.292366976148,757.6920910770575,9.637601693638157,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,Avian-influenza-like respiratory virus,0.002,0.03,2982493182841.9707,94794866503.33415,31.462602278542896,178949590.97051826,5687691.990200049,839939.5430999113,26695.262262493994,83.37246479091223,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,Ebola-like viral haemorrhagic fever,0.001,0.05,84341233749.83186,2811242678.531605,30.001406279832725,4217061.687491593,140562.13392658025,23877.21713186617,795.8698509739894,1.9647255137868476,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,Mpox-like orthopoxvirus,0.005,0.05,23824107511.406174,794035684.7787341,30.003824724886258,5956026.877851544,198508.92119468353,6684.587177312423,222.79116446027737,2.774907941808114,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,High-burden enteric outbreak,0.02,0.05,4830015236.826917,130578216.31527328,36.98944106546175,4830015.236826917,130578.21631527328,585.6552767165473,15.878228696821871,2.2503000598546463,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,SARS-like respiratory virus,0.005,0.05,148994554703.84274,4938004530.573419,30.17302916215449,37248638.67596069,1234501.1326433546,41071.56038201988,1361.1972449041475,9.158661215133368,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,Avian-influenza-like respiratory virus,0.002,0.03,5805545256606.257,179582197415.0683,32.32806670244658,348332715.3963754,10774931.844904099,1634974.5122968727,50572.21934031336,85.64772952418757,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,Ebola-like viral haemorrhagic fever,0.001,0.05,135047855845.49557,4501277581.681578,30.00211682014169,6752392.792274779,225063.8790840789,38237.211714368335,1274.4836169433604,1.660272164949344,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,Mpox-like orthopoxvirus,0.005,0.05,37386247399.228836,1245974052.5100775,30.005638820417133,9346561.849807208,311493.5131275194,10489.078927968563,349.570248858354,2.2981240805431042,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,High-burden enteric outbreak,0.02,0.05,5023660359.278928,135416537.87930387,37.09783485792919,5023660.359278928,135416.53787930388,611.7362206936192,16.5538816589685,1.2352130151866338,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,SARS-like respiratory virus,0.02,0.2,10302163616.286034,343144245.5864057,30.0228366023754,41208654.465144135,1372576.9823456227,2839.8377768669916,94.58923156347309,8.396685912733982,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,Avian-influenza-like respiratory virus,0.01,0.15,246277520747.87158,8138317796.598728,30.261477482582347,369416281.1218074,12207476.694898093,69353.5716198249,2291.778832114358,75.27235537995398,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,Ebola-like viral haemorrhagic fever,0.005,0.2,13029726127.776592,434317589.15275407,30.000456931054433,13029726.127776593,434317.58915275405,3688.2548022160345,122.93994755873038,2.6549403091145303,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,Mpox-like orthopoxvirus,0.02,0.2,3814715817.1489754,127151635.8182495,30.001311368118998,15258863.268595902,508606.543272998,1070.6790005925059,35.68773794045325,3.1091498597733964,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,High-burden enteric outbreak,0.1,0.2,2592966075.5688524,71740856.5423497,36.14350595379616,51859321.51137706,1434817.1308469942,311.9676865435016,8.639472726621221,10.566868538424119,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,SARS-like respiratory virus,0.02,0.2,30599887382.761845,1018485138.988826,30.044510431582804,122399549.53104737,4073940.5559553043,8434.443622003184,280.73150466490983,7.705042350779035,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,Avian-influenza-like respiratory virus,0.01,0.15,872397039551.9084,28512490539.35949,30.59701285468646,1308595559.3278627,42768735.809039235,245683.86377720558,8029.446844356766,82.3759911151062,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,Ebola-like viral haemorrhagic fever,0.005,0.2,35827782815.511765,1194229492.2557976,30.00075198933175,35827782.81551176,1194229.4922557976,10141.882743766211,338.0542617092325,2.255356208300493,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,Mpox-like orthopoxvirus,0.02,0.2,10356771904.852386,345201497.03184354,30.00210599867999,41427087.619409546,1380805.988127374,2906.410125063444,96.87353344447479,2.6078320206237198,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,High-burden enteric outbreak,0.1,0.2,4015714378.4005213,109518352.30848765,36.66704523721459,80314287.56801043,2190367.0461697537,484.51856279618653,13.235736077655407,5.055778305190558,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,SARS-like respiratory virus,0.02,0.2,82744099521.99527,2748885143.0326104,30.100966470614615,330976398.0879811,10995540.572130442,22807.292366976148,757.6920910770575,6.514059936594239,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,Avian-influenza-like respiratory virus,0.01,0.15,2982493182841.9707,94794866503.33415,31.462602278542896,4473739774.262957,142192299.75500122,839939.5430999113,26695.262262493994,88.04920592110562,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,Ebola-like viral haemorrhagic fever,0.005,0.2,84341233749.83186,2811242678.531605,30.001406279832725,84341233.74983187,2811242.678531605,23877.21713186617,795.8698509739894,1.6599487303220501,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,Mpox-like orthopoxvirus,0.02,0.2,23824107511.406174,794035684.7787341,30.003824724886258,95296430.0456247,3176142.7391149364,6684.587177312423,222.79116446027737,1.875561703634364,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,High-burden enteric outbreak,0.1,0.2,4830015236.826917,130578216.31527328,36.98944106546175,96600304.73653835,2611564.3263054662,585.6552767165473,15.878228696821871,1.9012237083437211,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,SARS-like respiratory virus,0.02,0.2,148994554703.84274,4938004530.573419,30.17302916215449,595978218.815371,19752018.122293673,41071.56038201988,1361.1972449041475,6.150850893984007,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,Avian-influenza-like respiratory virus,0.01,0.15,5805545256606.257,179582197415.0683,32.32806670244658,8708317884.909386,269373296.12260246,1634974.5122968727,50572.21934031336,89.87503763805394,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,Ebola-like viral haemorrhagic fever,0.005,0.2,135047855845.49557,4501277581.681578,30.00211682014169,135047855.84549558,4501277.5816815775,38237.211714368335,1274.4836169433604,1.3937744679813895,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,Mpox-like orthopoxvirus,0.02,0.2,37386247399.228836,1245974052.5100775,30.005638820417133,149544989.59691533,4983896.21004031,10489.078927968563,349.570248858354,1.5433935400883685,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,High-burden enteric outbreak,0.1,0.2,5023660359.278928,135416537.87930387,37.09783485792919,100473207.18557857,2708330.757586078,611.7362206936192,16.5538816589685,1.0369434598922922,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,SARS-like respiratory virus,0.05,0.4,10302163616.286034,343144245.5864057,30.0228366023754,206043272.32572073,6862884.911728115,2839.8377768669916,94.58923156347309,6.3755234424775615,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,Avian-influenza-like respiratory virus,0.03,0.35,246277520747.87158,8138317796.598728,30.261477482582347,2585913967.852651,85452336.86428663,69353.5716198249,2291.778832114358,80.01501304159156,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,Ebola-like viral haemorrhagic fever,0.02,0.4,13029726127.776592,434317589.15275407,30.000456931054433,104237809.02221274,3474540.7132220324,3688.2548022160345,122.93994755873038,3.2253933239957435,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,Mpox-like orthopoxvirus,0.05,0.4,3814715817.1489754,127151635.8182495,30.001311368118998,76294316.34297952,2543032.7163649905,1070.6790005925059,35.68773794045325,2.3607478025466437,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,High-burden enteric outbreak,0.25,0.4,2592966075.5688524,71740856.5423497,36.14350595379616,259296607.55688524,7174085.65423497,311.9676865435016,8.639472726621221,8.023322389388497,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,SARS-like respiratory virus,0.05,0.4,30599887382.761845,1018485138.988826,30.044510431582804,611997747.655237,20369702.779776525,8434.443622003184,280.73150466490983,5.737032936767227,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,Avian-influenza-like respiratory virus,0.03,0.35,872397039551.9084,28512490539.35949,30.59701285468646,9160168915.295038,299381150.6632746,245683.86377720558,8029.446844356766,85.86990879418028,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,Ebola-like viral haemorrhagic fever,0.02,0.4,35827782815.511765,1194229492.2557976,30.00075198933175,286622262.5240941,9553835.93804638,10141.882743766211,338.0542617092325,2.6868748566666385,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,Mpox-like orthopoxvirus,0.05,0.4,10356771904.852386,345201497.03184354,30.00210599867999,207135438.09704778,6904029.940636872,2906.410125063444,96.87353344447479,1.9417437977303038,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,High-burden enteric outbreak,0.25,0.4,4015714378.4005213,109518352.30848765,36.66704523721459,401571437.8400521,10951835.230848767,484.51856279618653,13.235736077655407,3.764439614655562,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,SARS-like respiratory virus,0.05,0.4,82744099521.99527,2748885143.0326104,30.100966470614615,1654881990.4399056,54977702.860652216,22807.292366976148,757.6920910770575,4.782166997523595,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,Avian-influenza-like respiratory virus,0.03,0.35,2982493182841.9707,94794866503.33415,31.462602278542896,31316178419.84069,995346098.2850085,839939.5430999113,26695.262262493994,90.49539229568467,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,Ebola-like viral haemorrhagic fever,0.02,0.4,84341233749.83186,2811242678.531605,30.001406279832725,674729869.998655,22489941.42825284,23877.21713186617,795.8698509739894,1.949789130095754,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,Mpox-like orthopoxvirus,0.05,0.4,23824107511.406174,794035684.7787341,30.003824724886258,476482150.22812355,15880713.695574684,6684.587177312423,222.79116446027737,1.3769061642421423,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,High-burden enteric outbreak,0.25,0.4,4830015236.826917,130578216.31527328,36.98944106546175,483001523.6826917,13057821.631527329,585.6552767165473,15.878228696821871,1.395745412453841,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,SARS-like respiratory virus,0.05,0.4,148994554703.84274,4938004530.573419,30.17302916215449,2979891094.0768557,98760090.61146839,41071.56038201988,1361.1972449041475,4.496687025814866,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,Avian-influenza-like respiratory virus,0.03,0.35,5805545256606.257,179582197415.0683,32.32806670244658,60958225194.36569,1885613072.858217,1634974.5122968727,50572.21934031336,91.98660343428492,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,Ebola-like viral haemorrhagic fever,0.02,0.4,135047855845.49557,4501277581.681578,30.00211682014169,1080382846.7639647,36010220.65345262,38237.211714368335,1274.4836169433604,1.6303090873398047,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,Mpox-like orthopoxvirus,0.05,0.4,37386247399.228836,1245974052.5100775,30.005638820417133,747724947.9845768,24919481.050201554,10489.078927968563,349.570248858354,1.1283248166899702,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,High-burden enteric outbreak,0.25,0.4,5023660359.278928,135416537.87930387,37.09783485792919,502366035.9278928,13541653.787930388,611.7362206936192,16.5538816589685,0.7580756358704491,B_screening_plus_countermeasures_with_avian
