scenario,avian_included,prob_scenario,lead_days,threat_class,p_event,p_warning,Bd_aus,Bd_base,ratio_Bd,ev_aus,ev_base,deaths_averted_aus,deaths_averted_base,pct_of_portfolio_ev_aus
B,False,high,2,Ebola-like viral haemorrhagic fever,0.02,0.4,2288623198.112975,434317589.15275407,5.269469289921027,18308985.584903803,3474540.7132220324,647.8280454633473,122.93994755873038,21.889385706403985
B,False,high,2,Mpox-like orthopoxvirus,0.05,0.4,669895500.2423804,127151635.8182495,5.268477247118777,13397910.00484761,2543032.7163649905,188.0199626954256,35.68773794045325,16.01792837707011
B,False,high,2,High-burden enteric outbreak,0.25,0.4,159498913.19975662,71740856.5423497,2.2232646902619853,15949891.319975663,7174085.65423497,19.353620688462883,8.639472726621221,19.068960508988603
B,False,high,5,SARS-like respiratory virus,0.05,0.4,5315412701.553929,1018485138.988826,5.218939872633965,106308254.0310786,20369702.779776525,1465.1176065036998,280.73150466490983,49.18811755516384
B,False,high,5,Ebola-like viral haemorrhagic fever,0.02,0.4,6292546478.924607,1194229492.2557976,5.269126679360869,50340371.83139686,9553835.93804638,1781.249940735097,338.0542617092325,23.29215308803322
B,False,high,5,Mpox-like orthopoxvirus,0.05,0.4,1818367921.678754,345201497.03184354,5.267555144788426,36367358.43357509,6904029.940636872,510.28655658398975,96.87353344447479,16.826933318635003
B,False,high,5,High-burden enteric outbreak,0.25,0.4,231098999.92680907,109518352.30848765,2.1101394885476097,23109899.992680907,10951835.230848767,28.307430410347408,13.235736077655407,10.692796038167941
B,False,high,10,SARS-like respiratory virus,0.05,0.4,14173657597.847898,2748885143.0326104,5.156147623618538,283473151.956958,54977702.860652216,3906.743154303129,757.6920910770575,55.34627109356193
B,False,high,10,Ebola-like viral haemorrhagic fever,0.02,0.4,14810658668.344456,2811242678.531605,5.268367182046518,118485269.34675565,22489941.42825284,4192.931833992828,795.8698509739894,23.13347063941686
B,False,high,10,Mpox-like orthopoxvirus,0.05,0.4,4181044424.558773,794035684.7787341,5.265562372960432,83620888.49117547,15880713.695574684,1173.1206258760012,222.79116446027737,16.32642926346631
B,False,high,10,High-burden enteric outbreak,0.25,0.4,266018116.35588908,130578216.31527328,2.037231966116035,26601811.63558891,13057821.631527329,33.12155394803091,15.878228696821871,5.1938290035548995
B,False,high,14,SARS-like respiratory virus,0.05,0.4,25080010809.472435,4938004530.573419,5.078976872983965,501600216.1894488,98760090.61146839,6913.373660548568,1361.1972449041475,59.03752387883919
B,False,high,14,Ebola-like viral haemorrhagic fever,0.02,0.4,23710672163.43752,4501277581.681578,5.267542766065037,189685377.30750015,36010220.65345262,6713.390747321156,1274.4836169433604,22.325658225052663
B,False,high,14,Mpox-like orthopoxvirus,0.05,0.4,6558136392.793771,1245974052.5100775,5.263461449764604,131162727.85587545,24919481.050201554,1839.949190811516,349.570248858354,15.437638238338183
B,False,high,14,High-burden enteric outbreak,0.25,0.4,271811739.8113766,135416537.87930387,2.007227064493711,27181173.98113766,13541653.787930388,34.32102041276757,16.5538816589685,3.1991796577699567
B,True,low,2,SARS-like respiratory virus,0.005,0.05,1799321321.4407456,343144245.5864057,5.243629594795773,449830.3303601864,85786.06139660142,495.99006818689963,94.58923156347309,13.518050729800615
B,True,low,2,Avian-influenza-like respiratory virus,0.002,0.03,40606548366.42287,8138317796.598728,4.989550590343582,2436392.901985372,488299.0677959237,11433.998871514956,2291.778832114358,73.21712348829965
B,True,low,2,Ebola-like viral haemorrhagic fever,0.001,0.05,2288623198.112975,434317589.15275407,5.269469289921027,114431.15990564876,21715.879457637704,647.8280454633473,122.93994755873038,3.43882152952174
B,True,low,2,Mpox-like orthopoxvirus,0.005,0.05,669895500.2423804,127151635.8182495,5.268477247118777,167473.8750605951,31787.908954562376,188.0199626954256,35.68773794045325,5.032831683832118
B,True,low,2,High-burden enteric outbreak,0.02,0.05,159498913.19975662,71740856.5423497,2.2232646902619853,159498.91319975661,71740.85654234969,19.353620688462883,8.639472726621221,4.793172568545876
B,True,low,5,SARS-like respiratory virus,0.005,0.05,5315412701.553929,1018485138.988826,5.218939872633965,1328853.1753884824,254621.28474720652,1465.1176065036998,280.73150466490983,12.83530264020987
B,True,low,5,Avian-influenza-like respiratory virus,0.002,0.03,133732331293.7877,28512490539.35949,4.690306906342665,8023939.877627263,1710749.4323615695,37655.05578457701,8029.446844356766,77.50269074390859
B,True,low,5,Ebola-like viral haemorrhagic fever,0.001,0.05,6292546478.924607,1194229492.2557976,5.269126679360869,314627.3239462304,59711.47461278988,1781.249940735097,338.0542617092325,3.038963970228414
B,True,low,5,Mpox-like orthopoxvirus,0.005,0.05,1818367921.678754,345201497.03184354,5.267555144788426,454591.9804196885,86300.37425796088,510.28655658398975,96.87353344447479,4.390873088588801
B,True,low,5,High-burden enteric outbreak,0.02,0.05,231098999.92680907,109518352.30848765,2.1101394885476097,231098.99992680908,109518.35230848765,28.307430410347408,13.235736077655407,2.232169557064327
B,True,low,10,SARS-like respiratory virus,0.005,0.05,14173657597.847898,2748885143.0326104,5.156147623618538,3543414.399461975,687221.2857581526,3906.743154303129,757.6920910770575,12.271507585152294
B,True,low,10,Avian-influenza-like respiratory virus,0.002,0.03,387998476482.93243,94794866503.33415,4.093032574388252,23279908.588975947,5687691.990200049,109243.36286774673,26695.262262493994,80.62268270813806
B,True,low,10,Ebola-like viral haemorrhagic fever,0.001,0.05,14810658668.344456,2811242678.531605,5.268367182046518,740532.9334172228,140562.13392658025,4192.931833992828,795.8698509739894,2.564604216448505
B,True,low,10,Mpox-like orthopoxvirus,0.005,0.05,4181044424.558773,794035684.7787341,5.265562372960432,1045261.1061396933,198508.92119468353,1173.1206258760012,222.79116446027737,3.6199349402670875
B,True,low,10,High-burden enteric outbreak,0.02,0.05,266018116.35588908,130578216.31527328,2.037231966116035,266018.11635588907,130578.21631527328,33.12155394803091,15.878228696821871,0.9212705499940635
B,True,low,14,SARS-like respiratory virus,0.005,0.05,25080010809.472435,4938004530.573419,5.078976872983965,6270002.702368109,1234501.1326433546,6913.373660548568,1361.1972449041475,12.928431289530605
B,True,low,14,Avian-influenza-like respiratory virus,0.002,0.03,652181700229.2081,179582197415.0683,3.6316612092780036,39130902.01375249,10774931.844904099,183627.83095867955,50572.21934031336,80.68595852296535
B,True,low,14,Ebola-like viral haemorrhagic fever,0.001,0.05,23710672163.43752,4501277581.681578,5.267542766065037,1185533.608171876,225063.8790840789,6713.390747321156,1274.4836169433604,2.444510875392531
B,True,low,14,Mpox-like orthopoxvirus,0.005,0.05,6558136392.793771,1245974052.5100775,5.263461449764604,1639534.0981984427,311493.5131275194,1839.949190811516,349.570248858354,3.380637129134789
B,True,low,14,High-burden enteric outbreak,0.02,0.05,271811739.8113766,135416537.87930387,2.007227064493711,271811.73981137655,135416.53787930388,34.32102041276757,16.5538816589685,0.5604621829767182
B,True,base,2,SARS-like respiratory virus,0.02,0.2,1799321321.4407456,343144245.5864057,5.243629594795773,7197285.285762982,1372576.9823456227,495.99006818689963,94.58923156347309,9.437170124474312
B,True,base,2,Avian-influenza-like respiratory virus,0.01,0.15,40606548366.42287,8138317796.598728,4.989550590343582,60909822.5496343,12207476.694898093,11433.998871514956,2291.778832114358,79.86571809088773
B,True,base,2,Ebola-like viral haemorrhagic fever,0.005,0.2,2288623198.112975,434317589.15275407,5.269469289921027,2288623.1981129753,434317.58915275405,647.8280454633473,122.93994755873038,3.0008712471262022
B,True,base,2,Mpox-like orthopoxvirus,0.02,0.2,669895500.2423804,127151635.8182495,5.268477247118777,2679582.0009695217,508606.543272998,188.0199626954256,35.68773794045325,3.5135012996706476
B,True,base,2,High-burden enteric outbreak,0.1,0.2,159498913.19975662,71740856.5423497,2.2232646902619853,3189978.263995133,1434817.1308469942,19.353620688462883,8.639472726621221,4.182739237841111
B,True,base,5,SARS-like respiratory virus,0.02,0.2,5315412701.553929,1018485138.988826,5.218939872633965,21261650.80621572,4073940.5559553043,1465.1176065036998,280.73150466490983,8.857244335514341
B,True,base,5,Avian-influenza-like respiratory virus,0.01,0.15,133732331293.7877,28512490539.35949,4.690306906342665,200598496.94068155,42768735.809039235,37655.05578457701,8029.446844356766,83.5659430650192
B,True,base,5,Ebola-like viral haemorrhagic fever,0.005,0.2,6292546478.924607,1194229492.2557976,5.269126679360869,6292546.478924608,1194229.4922557976,1781.249940735097,338.0542617092325,2.621368498824278
B,True,base,5,Mpox-like orthopoxvirus,0.02,0.2,1818367921.678754,345201497.03184354,5.267555144788426,7273471.686715016,1380805.988127374,510.28655658398975,96.87353344447479,3.0300053595954486
B,True,base,5,High-burden enteric outbreak,0.1,0.2,231098999.92680907,109518352.30848765,2.1101394885476097,4621979.998536183,2190367.0461697537,28.307430410347408,13.235736077655407,1.92543874104673
B,True,base,10,SARS-like respiratory virus,0.02,0.2,14173657597.847898,2748885143.0326104,5.156147623618538,56694630.3913916,10995540.572130442,3906.743154303129,757.6920910770575,8.392396791450723
B,True,base,10,Avian-influenza-like respiratory virus,0.01,0.15,387998476482.93243,94794866503.33415,4.093032574388252,581997714.7243986,142192299.75500122,109243.36286774673,26695.262262493994,86.15199922753756
B,True,base,10,Ebola-like viral haemorrhagic fever,0.005,0.2,14810658668.344456,2811242678.531605,5.268367182046518,14810658.668344457,2811242.678531605,4192.931833992828,795.8698509739894,2.1923932377616993
B,True,base,10,Mpox-like orthopoxvirus,0.02,0.2,4181044424.558773,794035684.7787341,5.265562372960432,16724177.698235093,3176142.7391149364,1173.1206258760012,222.79116446027737,2.4756477692044587
B,True,base,10,High-burden enteric outbreak,0.1,0.2,266018116.35588908,130578216.31527328,2.037231966116035,5320362.327117783,2611564.3263054662,33.12155394803091,15.878228696821871,0.7875629740455674
B,True,base,14,SARS-like respiratory virus,0.02,0.2,25080010809.472435,4938004530.573419,5.078976872983965,100320043.23788974,19752018.122293673,6913.373660548568,1361.1972449041475,8.846782738763682
B,True,base,14,Avian-influenza-like respiratory virus,0.01,0.15,652181700229.2081,179582197415.0683,3.6316612092780036,978272550.3438122,269373296.12260246,183627.83095867955,50572.21934031336,86.26954726948557
B,True,base,14,Ebola-like viral haemorrhagic fever,0.005,0.2,23710672163.43752,4501277581.681578,5.267542766065037,23710672.16343752,4501277.5816815775,6713.390747321156,1274.4836169433604,2.0909397409505748
B,True,base,14,Mpox-like orthopoxvirus,0.02,0.2,6558136392.793771,1245974052.5100775,5.263461449764604,26232545.571175084,4983896.21004031,1839.949190811516,349.570248858354,2.3133326488166013
B,True,base,14,High-burden enteric outbreak,0.1,0.2,271811739.8113766,135416537.87930387,2.007227064493711,5436234.796227532,2708330.757586078,34.32102041276757,16.5538816589685,0.4793976019835685
B,True,high,2,SARS-like respiratory virus,0.05,0.4,1799321321.4407456,343144245.5864057,5.243629594795773,35986426.42881492,6862884.911728115,495.99006818689963,94.58923156347309,7.055996420070702
B,True,high,2,Avian-influenza-like respiratory virus,0.03,0.35,40606548366.42287,8138317796.598728,4.989550590343582,426368757.84744006,85452336.86428663,11433.998871514956,2291.778832114358,83.59975489515706
B,True,high,2,Ebola-like viral haemorrhagic fever,0.02,0.4,2288623198.112975,434317589.15275407,5.269469289921027,18308985.584903803,3474540.7132220324,647.8280454633473,122.93994755873038,3.589912907794709
B,True,high,2,Mpox-like orthopoxvirus,0.05,0.4,669895500.2423804,127151635.8182495,5.268477247118777,13397910.00484761,2543032.7163649905,188.0199626954256,35.68773794045325,2.6269795145576884
B,True,high,2,High-burden enteric outbreak,0.25,0.4,159498913.19975662,71740856.5423497,2.2232646902619853,15949891.319975663,7174085.65423497,19.353620688462883,8.639472726621221,3.1273562624198368
B,True,high,5,SARS-like respiratory virus,0.05,0.4,5315412701.553929,1018485138.988826,5.218939872633965,106308254.0310786,20369702.779776525,1465.1176065036998,280.73150466490983,6.560960691167505
B,True,high,5,Avian-influenza-like respiratory virus,0.03,0.35,133732331293.7877,28512490539.35949,4.690306906342665,1404189478.5847707,299381150.6632746,37655.05578457701,8029.446844356766,86.66149261798955
B,True,high,5,Ebola-like viral haemorrhagic fever,0.02,0.4,6292546478.924607,1194229492.2557976,5.269126679360869,50340371.83139686,9553835.93804638,1781.249940735097,338.0542617092325,3.1068255590764853
B,True,high,5,Mpox-like orthopoxvirus,0.05,0.4,1818367921.678754,345201497.03184354,5.267555144788426,36367358.43357509,6904029.940636872,510.28655658398975,96.87353344447479,2.2444617428721054
B,True,high,5,High-burden enteric outbreak,0.25,0.4,231098999.92680907,109518352.30848765,2.1101394885476097,23109899.992680907,10951835.230848767,28.307430410347408,13.235736077655407,1.4262593888943516
B,True,high,10,SARS-like respiratory virus,0.05,0.4,14173657597.847898,2748885143.0326104,5.156147623618538,283473151.956958,54977702.860652216,3906.743154303129,757.6920910770575,6.18104983709641
B,True,high,10,Avian-influenza-like respiratory virus,0.03,0.35,387998476482.93243,94794866503.33415,4.093032574388252,4073984003.0707903,995346098.2850085,109243.36286774673,26695.262262493994,88.8320392413656
B,True,high,10,Ebola-like viral haemorrhagic fever,0.02,0.4,14810658668.344456,2811242678.531605,5.268367182046518,118485269.34675565,22489941.42825284,4192.931833992828,795.8698509739894,2.583536923120285
B,True,high,10,Mpox-like orthopoxvirus,0.05,0.4,4181044424.558773,794035684.7787341,5.265562372960432,83620888.49117547,15880713.695574684,1173.1206258760012,222.79116446027737,1.8233292134301202
B,True,high,10,High-burden enteric outbreak,0.25,0.4,266018116.35588908,130578216.31527328,2.037231966116035,26601811.63558891,13057821.631527329,33.12155394803091,15.878228696821871,0.5800447849875832
B,True,high,14,SARS-like respiratory virus,0.05,0.4,25080010809.472435,4938004530.573419,5.078976872983965,501600216.1894488,98760090.61146839,6913.373660548568,1361.1972449041475,6.5163726206106265
B,True,high,14,Avian-influenza-like respiratory virus,0.03,0.35,652181700229.2081,179582197415.0683,3.6316612092780036,6847907852.406685,1885613072.858217,183627.83095867955,50572.21934031336,88.96232058447444
B,True,high,14,Ebola-like viral haemorrhagic fever,0.02,0.4,23710672163.43752,4501277581.681578,5.267542766065037,189685377.30750015,36010220.65345262,6713.390747321156,1274.4836169433604,2.4642345822872294
B,True,high,14,Mpox-like orthopoxvirus,0.05,0.4,6558136392.793771,1245974052.5100775,5.263461449764604,131162727.85587545,24919481.050201554,1839.949190811516,349.570248858354,1.7039570180763577
B,True,high,14,High-burden enteric outbreak,0.25,0.4,271811739.8113766,135416537.87930387,2.007227064493711,27181173.98113766,13541653.787930388,34.32102041276757,16.5538816589685,0.35311519455135587
