scenario,avian_included,prob_scenario,lead_days,threat_class,p_event,p_warning,Bd_aus,Bd_base,ratio_Bd,ev_aus,ev_base,deaths_averted_aus,deaths_averted_base,pct_of_portfolio_ev_aus
B,False,low,5,Ebola-like viral haemorrhagic fever,0.001,0.05,6292546478.924607,1194229492.2557976,5.269126679360869,314627.3239462304,59711.47461278988,1781.249940735097,338.0542617092325,13.508121951986674
B,False,low,5,Mpox-like orthopoxvirus,0.005,0.05,1818367921.678754,345201497.03184354,5.267555144788426,454591.9804196885,86300.37425796088,510.28655658398975,96.87353344447479,19.517325554832386
B,False,low,5,High-burden enteric outbreak,0.02,0.05,231098999.92680907,109518352.30848765,2.1101394885476097,231098.99992680908,109518.35230848765,28.307430410347408,13.235736077655407,9.921940138063135
B,False,low,10,SARS-like respiratory virus,0.005,0.05,14173657597.847898,2748885143.0326104,5.156147623618538,3543414.399461975,687221.2857581526,3906.743154303129,757.6920910770575,63.32923902890344
B,False,low,10,Ebola-like viral haemorrhagic fever,0.001,0.05,14810658668.344456,2811242678.531605,5.268367182046518,740532.9334172228,140562.13392658025,4192.931833992828,795.8698509739894,13.235083978965356
B,False,low,10,Mpox-like orthopoxvirus,0.005,0.05,4181044424.558773,794035684.7787341,5.265562372960432,1045261.1061396933,198508.92119468353,1173.1206258760012,222.79116446027737,18.68130085162708
B,False,low,10,High-burden enteric outbreak,0.02,0.05,266018116.35588908,130578216.31527328,2.037231966116035,266018.11635588907,130578.21631527328,33.12155394803091,15.878228696821871,4.754376140504119
B,False,low,14,SARS-like respiratory virus,0.005,0.05,25080010809.472435,4938004530.573419,5.078976872983965,6270002.702368109,1234501.1326433546,6913.373660548568,1361.1972449041475,66.93799070952164
B,False,low,14,Ebola-like viral haemorrhagic fever,0.001,0.05,23710672163.43752,4501277581.681578,5.267542766065037,1185533.608171876,225063.8790840789,6713.390747321156,1274.4836169433604,12.656651267416901
B,False,low,14,Mpox-like orthopoxvirus,0.005,0.05,6558136392.793771,1245974052.5100775,5.263461449764604,1639534.0981984427,311493.5131275194,1839.949190811516,349.570248858354,17.50352008487988
B,False,low,14,High-burden enteric outbreak,0.02,0.05,271811739.8113766,135416537.87930387,2.007227064493711,271811.73981137655,135416.53787930388,34.32102041276757,16.5538816589685,2.9018379381815853
B,False,base,2,SARS-like respiratory virus,0.02,0.2,1799321321.4407456,343144245.5864057,5.243629594795773,7197285.285762982,1372576.9823456227,495.99006818689963,94.58923156347309,46.871153225500855
B,False,base,2,Ebola-like viral haemorrhagic fever,0.005,0.2,2288623198.112975,434317589.15275407,5.269469289921027,2288623.1981129753,434317.58915275405,647.8280454633473,122.93994755873038,14.904287427147242
B,False,base,2,Mpox-like orthopoxvirus,0.02,0.2,669895500.2423804,127151635.8182495,5.268477247118777,2679582.0009695217,508606.543272998,188.0199626954256,35.68773794045325,17.450343228185975
B,False,base,2,High-burden enteric outbreak,0.1,0.2,159498913.19975662,71740856.5423497,2.2232646902619853,3189978.263995133,1434817.1308469942,19.353620688462883,8.639472726621221,20.774216119165928
B,False,base,5,SARS-like respiratory virus,0.02,0.2,5315412701.553929,1018485138.988826,5.218939872633965,21261650.80621572,4073940.5559553043,1465.1176065036998,280.73150466490983,53.89566538899599
B,False,base,5,Ebola-like viral haemorrhagic fever,0.005,0.2,6292546478.924607,1194229492.2557976,5.269126679360869,6292546.478924608,1194229.4922557976,1781.249940735097,338.0542617092325,15.950830091409445
B,False,base,5,Mpox-like orthopoxvirus,0.02,0.2,1818367921.678754,345201497.03184354,5.267555144788426,7273471.686715016,1380805.988127374,510.28655658398975,96.87353344447479,18.43735464458514
B,False,base,5,High-burden enteric outbreak,0.1,0.2,231098999.92680907,109518352.30848765,2.1101394885476097,4621979.998536183,2190367.0461697537,28.307430410347408,13.235736077655407,11.716149875009423
B,False,base,10,SARS-like respiratory virus,0.02,0.2,14173657597.847898,2748885143.0326104,5.156147623618538,56694630.3913916,10995540.572130442,3906.743154303129,757.6920910770575,60.60367073447519
B,False,base,10,Ebola-like viral haemorrhagic fever,0.005,0.2,14810658668.344456,2811242678.531605,5.268367182046518,14810658.668344457,2811242.678531605,4192.931833992828,795.8698509739894,15.831839366454975
B,False,base,10,Mpox-like orthopoxvirus,0.02,0.2,4181044424.558773,794035684.7787341,5.265562372960432,16724177.698235093,3176142.7391149364,1173.1206258760012,222.79116446027737,17.877293696628236
B,False,base,10,High-burden enteric outbreak,0.1,0.2,266018116.35588908,130578216.31527328,2.037231966116035,5320362.327117783,2611564.3263054662,33.12155394803091,15.878228696821871,5.687196202441597
B,False,base,14,SARS-like respiratory virus,0.02,0.2,25080010809.472435,4938004530.573419,5.078976872983965,100320043.23788974,19752018.122293673,6913.373660548568,1361.1972449041475,64.4318356604708
B,False,base,14,Ebola-like viral haemorrhagic fever,0.005,0.2,23710672163.43752,4501277581.681578,5.267542766065037,23710672.16343752,4501277.5816815775,6713.390747321156,1274.4836169433604,15.228483590374916
B,False,base,14,Mpox-like orthopoxvirus,0.02,0.2,6558136392.793771,1245974052.5100775,5.263461449764604,26232545.571175084,4983896.21004031,1839.949190811516,349.570248858354,16.848189161858244
B,False,base,14,High-burden enteric outbreak,0.1,0.2,271811739.8113766,135416537.87930387,2.007227064493711,5436234.796227532,2708330.757586078,34.32102041276757,16.5538816589685,3.4914915872960237
B,False,high,2,SARS-like respiratory virus,0.05,0.4,1799321321.4407456,343144245.5864057,5.243629594795773,35986426.42881492,6862884.911728115,495.99006818689963,94.58923156347309,43.02372540753729
