scenario,avian_included,prob_scenario,lead_days,threat_class,representative_pathogen,annual_event_probability,useful_warning_probability_given_event,combined_prob,conditional_Bd,conditional_Bd_raw,expected_annual_contribution,expected_deaths_averted_per_year,cost_per_arriving_flight_contribution,n_total,pct_of_portfolio_ev,portfolio_view
B_screening_plus_countermeasures,False,low,2,SARS-like respiratory virus,SARS-CoV-2,0.005,0.05,0.00025,343144245.5864057,343144245.5864057,85786.06139660142,0.023647307890868274,5.875757629904207,10000,40.65098529019516,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,2,Ebola-like viral haemorrhagic fever,Ebola,0.001,0.05,5e-05,434317589.15275407,434317589.15275407,21715.879457637704,0.006146997377936519,1.487389003947788,10000,10.290388462000823,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,2,Mpox-like orthopoxvirus,Mpox,0.005,0.05,0.00025,127151635.8182495,127151635.8182495,31787.908954562376,0.008921934485113314,2.177254037983724,10000,15.063167585511408,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,2,High-burden enteric outbreak,Norovirus,0.02,0.05,0.001,71740856.5423497,71740856.5423497,71740.85654234969,0.008639472726621222,4.913757297421212,10000,33.9954586622926,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,SARS-like respiratory virus,SARS-CoV-2,0.005,0.05,0.00025,1018485138.988826,1018485138.988826,254621.28474720652,0.07018287616622745,17.439814023781267,10000,49.910917006310264,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,Ebola-like viral haemorrhagic fever,Ebola,0.001,0.05,5e-05,1194229492.2557976,1194229492.2557976,59711.47461278988,0.016902713085461627,4.089827028273279,10000,11.704655628779104,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,Mpox-like orthopoxvirus,Mpox,0.005,0.05,0.00025,345201497.03184354,345201497.03184354,86300.37425796088,0.024218383361118697,5.910984538216499,10000,16.916617247764698,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,High-burden enteric outbreak,Norovirus,0.02,0.05,0.001,109518352.30848765,109518352.30848765,109518.35230848765,0.013235736077655408,7.501257007430661,10000,21.46781011714593,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,10,SARS-like respiratory virus,SARS-CoV-2,0.005,0.05,0.00025,2748885143.0326104,2748885143.0326104,687221.2857581526,0.18942302276926437,47.06995107932552,10000,59.4034727121593,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,10,Ebola-like viral haemorrhagic fever,Ebola,0.001,0.05,5e-05,2811242678.531605,2811242678.531605,140562.13392658025,0.039793492548699474,9.627543419628784,10000,12.150204104721206,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,10,Mpox-like orthopoxvirus,Mpox,0.005,0.05,0.00025,794035684.7787341,794035684.7787341,198508.92119468353,0.055697791115069346,13.596501451690653,10000,17.159129857712898,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,10,High-burden enteric outbreak,Norovirus,0.02,0.05,0.001,130578216.31527328,130578216.31527328,130578.21631527328,0.015878228696821872,8.943713446251595,10000,11.287193325406612,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,SARS-like respiratory virus,SARS-CoV-2,0.005,0.05,0.00025,4938004530.573419,4938004530.573419,1234501.1326433546,0.3402993112260369,84.5548720988599,10000,64.75307003873627,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,Ebola-like viral haemorrhagic fever,Ebola,0.001,0.05,5e-05,4501277581.681578,4501277581.681578,225063.8790840789,0.06372418084716802,15.41533418384102,10000,11.805235929039293,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,Mpox-like orthopoxvirus,Mpox,0.005,0.05,0.00025,1245974052.5100775,1245974052.5100775,311493.5131275194,0.08739256221458849,21.335172132021878,10000,16.33871426992478,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,High-burden enteric outbreak,Norovirus,0.02,0.05,0.001,135416537.87930387,135416537.87930387,135416.53787930388,0.0165538816589685,9.275105334198896,10000,7.102979762299654,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,SARS-like respiratory virus,SARS-CoV-2,0.02,0.2,0.004,343144245.5864057,343144245.5864057,1372576.9823456227,0.3783569262538924,94.01212207846731,10000,36.59894687468866,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,Ebola-like viral haemorrhagic fever,Ebola,0.005,0.2,0.001,434317589.15275407,434317589.15275407,434317.58915275405,0.12293994755873039,29.747780078955756,10000,11.580819565384424,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,Mpox-like orthopoxvirus,Mpox,0.02,0.2,0.004,127151635.8182495,127151635.8182495,508606.543272998,0.14275095176181302,34.83606460773959,10000,13.56169023434801,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,High-burden enteric outbreak,Norovirus,0.1,0.2,0.020000000000000004,71740856.5423497,71740856.5423497,1434817.1308469942,0.17278945453242447,98.27514594842427,10000,38.2585433255789,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,SARS-like respiratory virus,SARS-CoV-2,0.02,0.2,0.004,1018485138.988826,1018485138.988826,4073940.5559553043,1.1229260186596393,279.03702438050027,10000,46.08872534902553,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,Ebola-like viral haemorrhagic fever,Ebola,0.005,0.2,0.001,1194229492.2557976,1194229492.2557976,1194229.4922557976,0.3380542617092325,81.79654056546559,10000,13.510387379566744,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,Mpox-like orthopoxvirus,Mpox,0.02,0.2,0.004,345201497.03184354,345201497.03184354,1380805.988127374,0.38749413377789915,94.57575261146398,10000,15.6211380782333,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,High-burden enteric outbreak,Norovirus,0.1,0.2,0.020000000000000004,109518352.30848765,109518352.30848765,2190367.0461697537,0.2647147215531082,150.02514014861327,10000,24.779749193174442,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,SARS-like respiratory virus,SARS-CoV-2,0.02,0.2,0.004,2748885143.0326104,2748885143.0326104,10995540.572130442,3.03076836430823,753.1192172692083,10000,56.115471210321296,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,Ebola-like viral haemorrhagic fever,Ebola,0.005,0.2,0.001,2811242678.531605,2811242678.531605,2811242.678531605,0.7958698509739894,192.55086839257567,10000,14.347107953220085,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,Mpox-like orthopoxvirus,Mpox,0.02,0.2,0.004,794035684.7787341,794035684.7787341,3176142.7391149364,0.8911646578411095,217.54402322705045,10000,16.209366448833187,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,High-burden enteric outbreak,Norovirus,0.1,0.2,0.020000000000000004,130578216.31527328,130578216.31527328,2611564.3263054662,0.3175645739364375,178.87426892503194,10000,13.328054387625425,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,SARS-like respiratory virus,SARS-CoV-2,0.02,0.2,0.004,4938004530.573419,4938004530.573419,19752018.122293673,5.4447889796165905,1352.8779535817584,10000,61.83031758579574,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,Ebola-like viral haemorrhagic fever,Ebola,0.005,0.2,0.001,4501277581.681578,4501277581.681578,4501277.5816815775,1.2744836169433604,308.3066836768204,10000,14.09048030910148,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,Mpox-like orthopoxvirus,Mpox,0.02,0.2,0.004,1245974052.5100775,1245974052.5100775,4983896.21004031,1.3982809954334159,341.36275411235005,10000,15.601235457232965,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,High-burden enteric outbreak,Norovirus,0.1,0.2,0.020000000000000004,135416537.87930387,135416537.87930387,2708330.757586078,0.33107763317937006,185.50210668397793,10000,8.477966647869819,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,SARS-like respiratory virus,SARS-CoV-2,0.05,0.4,0.020000000000000004,343144245.5864057,343144245.5864057,6862884.911728115,1.8917846312694622,470.0606103923366,10000,34.22109679108593,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,Ebola-like viral haemorrhagic fever,Ebola,0.02,0.4,0.008,434317589.15275407,434317589.15275407,3474540.7132220324,0.9835195804698431,237.98224063164605,10000,17.32545359292635,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,Mpox-like orthopoxvirus,Mpox,0.05,0.4,0.020000000000000004,127151635.8182495,127151635.8182495,2543032.7163649905,0.7137547588090652,174.18032303869796,10000,12.680581103859865,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,High-burden enteric outbreak,Norovirus,0.25,0.4,0.1,71740856.5423497,71740856.5423497,7174085.65423497,0.8639472726621222,491.3757297421212,10000,35.772868512127836,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,SARS-like respiratory virus,SARS-CoV-2,0.05,0.4,0.020000000000000004,1018485138.988826,1018485138.988826,20369702.779776525,5.614630093298198,1395.1851219025018,10000,42.63281062896348,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,Ebola-like viral haemorrhagic fever,Ebola,0.02,0.4,0.008,1194229492.2557976,1194229492.2557976,9553835.93804638,2.70443409367386,654.3723245237247,10000,19.995720248372994,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,Mpox-like orthopoxvirus,Mpox,0.05,0.4,0.020000000000000004,345201497.03184354,345201497.03184354,6904029.940636872,1.937470668889496,472.87876305732004,10000,14.449803427082452,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,High-burden enteric outbreak,Norovirus,0.25,0.4,0.1,109518352.30848765,109518352.30848765,10951835.230848767,1.3235736077655407,750.1257007430662,10000,22.92166569558108,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,SARS-like respiratory virus,SARS-CoV-2,0.05,0.4,0.020000000000000004,2748885143.0326104,2748885143.0326104,54977702.860652216,15.153841821541153,3765.5960863460423,10000,51.667772547659176,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,Ebola-like viral haemorrhagic fever,Ebola,0.02,0.4,0.008,2811242678.531605,2811242678.531605,22489941.42825284,6.3669588077919155,1540.4069471406053,10000,21.135935440416464,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,Mpox-like orthopoxvirus,Mpox,0.05,0.4,0.020000000000000004,794035684.7787341,794035684.7787341,15880713.695574684,4.455823289205548,1087.7201161352523,10000,14.924615988360971,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,High-burden enteric outbreak,Norovirus,0.25,0.4,0.1,130578216.31527328,130578216.31527328,13057821.631527329,1.5878228696821872,894.3713446251595,10000,12.271676023563383,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,SARS-like respiratory virus,SARS-CoV-2,0.05,0.4,0.020000000000000004,4938004530.573419,4938004530.573419,98760090.61146839,27.223944898082955,6764.389767908794,10000,57.01048674079497,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,Ebola-like viral haemorrhagic fever,Ebola,0.02,0.4,0.008,4501277581.681578,4501277581.681578,36010220.65345262,10.195868935546883,2466.453469414563,10000,20.7873463297366,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,Mpox-like orthopoxvirus,Mpox,0.05,0.4,0.020000000000000004,1245974052.5100775,1245974052.5100775,24919481.050201554,6.991404977167081,1706.8137705617503,10000,14.385079389903206,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,High-burden enteric outbreak,Norovirus,0.25,0.4,0.1,135416537.87930387,135416537.87930387,13541653.787930388,1.6553881658968501,927.5105334198896,10000,7.817087539565217,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,True,low,2,SARS-like respiratory virus,SARS-CoV-2,0.005,0.05,0.00025,343144245.5864057,343144245.5864057,85786.06139660142,0.023647307890868274,5.875757629904207,10000,12.266896758575577,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.002,0.03,6e-05,8138317796.598728,8138317796.598728,488299.0677959237,0.13750672992686147,33.44514162985779,10000,69.82386362592226,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,Ebola-like viral haemorrhagic fever,Ebola,0.001,0.05,5e-05,434317589.15275407,434317589.15275407,21715.879457637704,0.006146997377936519,1.487389003947788,10000,3.1052416557157305,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,Mpox-like orthopoxvirus,Mpox,0.005,0.05,0.00025,127151635.8182495,127151635.8182495,31787.908954562376,0.008921934485113314,2.177254037983724,10000,4.545481992859798,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,High-burden enteric outbreak,Norovirus,0.02,0.05,0.001,71740856.5423497,71740856.5423497,71740.85654234969,0.008639472726621222,4.913757297421212,10000,10.258515966926643,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,SARS-like respiratory virus,SARS-CoV-2,0.005,0.05,0.00025,1018485138.988826,1018485138.988826,254621.28474720652,0.07018287616622745,17.439814023781267,10000,11.464774616937069,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.002,0.03,6e-05,28512490539.35949,28512490539.35949,1710749.4323615695,0.481766810661406,117.17461865490202,10000,77.02952519288,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,Ebola-like viral haemorrhagic fever,Ebola,0.001,0.05,5e-05,1194229492.2557976,1194229492.2557976,59711.47461278988,0.016902713085461627,4.089827028273279,10000,2.6886149724688564,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,Mpox-like orthopoxvirus,Mpox,0.005,0.05,0.00025,345201497.03184354,345201497.03184354,86300.37425796088,0.024218383361118697,5.910984538216499,10000,3.8858273031147057,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,High-burden enteric outbreak,Norovirus,0.02,0.05,0.001,109518352.30848765,109518352.30848765,109518.35230848765,0.013235736077655408,7.501257007430661,10000,4.931257914599364,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,SARS-like respiratory virus,SARS-CoV-2,0.005,0.05,0.00025,2748885143.0326104,2748885143.0326104,687221.2857581526,0.18942302276926437,47.06995107932552,10000,10.040397483396966,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.002,0.03,6e-05,94794866503.33415,94794866503.33415,5687691.990200049,1.6017157357496397,389.56794453424993,10000,83.0979620803519,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,Ebola-like viral haemorrhagic fever,Ebola,0.001,0.05,5e-05,2811242678.531605,2811242678.531605,140562.13392658025,0.039793492548699474,9.627543419628784,10000,2.053632105094616,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,Mpox-like orthopoxvirus,Mpox,0.005,0.05,0.00025,794035684.7787341,794035684.7787341,198508.92119468353,0.055697791115069346,13.596501451690653,10000,2.90024263523229,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,High-burden enteric outbreak,Norovirus,0.02,0.05,0.001,130578216.31527328,130578216.31527328,130578.21631527328,0.015878228696821872,8.943713446251595,10000,1.9077656959242129,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,SARS-like respiratory virus,SARS-CoV-2,0.005,0.05,0.00025,4938004530.573419,4938004530.573419,1234501.1326433546,0.3402993112260369,84.5548720988599,10000,9.73473323294895,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.002,0.03,6e-05,179582197415.0683,179582197415.0683,10774931.844904099,3.0343331604188015,738.0090304728835,10000,84.96637576083191,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,Ebola-like viral haemorrhagic fever,Ebola,0.001,0.05,5e-05,4501277581.681578,4501277581.681578,225063.8790840789,0.06372418084716802,15.41533418384102,10000,1.774754810119032,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,Mpox-like orthopoxvirus,Mpox,0.005,0.05,0.00025,1245974052.5100775,1245974052.5100775,311493.5131275194,0.08739256221458849,21.335172132021878,10000,2.456300908851828,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,High-burden enteric outbreak,Norovirus,0.02,0.05,0.001,135416537.87930387,135416537.87930387,135416.53787930388,0.0165538816589685,9.275105334198896,10000,1.067835287248285,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,SARS-like respiratory virus,SARS-CoV-2,0.02,0.2,0.004,343144245.5864057,343144245.5864057,1372576.9823456227,0.3783569262538924,94.01212207846731,10000,8.601294774509745,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.01,0.15,0.0015,8138317796.598728,8138317796.598728,12207476.694898093,3.437668248171537,836.1285407464447,10000,76.49851837551566,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,Ebola-like viral haemorrhagic fever,Ebola,0.005,0.2,0.001,434317589.15275407,434317589.15275407,434317.58915275405,0.12293994755873039,29.747780078955756,10000,2.721664182123509,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,Mpox-like orthopoxvirus,Mpox,0.02,0.2,0.004,127151635.8182495,127151635.8182495,508606.543272998,0.14275095176181302,34.83606460773959,10000,3.1871981383947863,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,High-burden enteric outbreak,Norovirus,0.1,0.2,0.020000000000000004,71740856.5423497,71740856.5423497,1434817.1308469942,0.17278945453242447,98.27514594842427,10000,8.991324529456309,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,SARS-like respiratory virus,SARS-CoV-2,0.02,0.2,0.004,1018485138.988826,1018485138.988826,4073940.5559553043,1.1229260186596393,279.03702438050027,10000,7.893997690781215,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.01,0.15,0.0015,28512490539.35949,28512490539.35949,42768735.809039235,12.044170266535149,2929.36546637255,10000,82.87217181425453,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,Ebola-like viral haemorrhagic fever,Ebola,0.005,0.2,0.001,1194229492.2557976,1194229492.2557976,1194229.4922557976,0.3380542617092325,81.79654056546559,10000,2.3140359376008326,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,Mpox-like orthopoxvirus,Mpox,0.02,0.2,0.004,345201497.03184354,345201497.03184354,1380805.988127374,0.38749413377789915,94.57575261146398,10000,2.6755616906978625,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,High-burden enteric outbreak,Norovirus,0.1,0.2,0.020000000000000004,109518352.30848765,109518352.30848765,2190367.0461697537,0.2647147215531082,150.02514014861327,10000,4.24423286666557,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,SARS-like respiratory virus,SARS-CoV-2,0.02,0.2,0.004,2748885143.0326104,2748885143.0326104,10995540.572130442,3.03076836430823,753.1192172692083,10000,6.796315426802997,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.01,0.15,0.0015,94794866503.33415,94794866503.33415,142192299.75500122,40.04289339374099,9739.198613356248,10000,87.88869579063079,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,Ebola-like viral haemorrhagic fever,Ebola,0.005,0.2,0.001,2811242678.531605,2811242678.531605,2811242.678531605,0.7958698509739894,192.55086839257567,10000,1.737621889461086,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,Mpox-like orthopoxvirus,Mpox,0.02,0.2,0.004,794035684.7787341,794035684.7787341,3176142.7391149364,0.8911646578411095,217.54402322705045,10000,1.9631656810296105,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,High-burden enteric outbreak,Norovirus,0.1,0.2,0.020000000000000004,130578216.31527328,130578216.31527328,2611564.3263054662,0.3175645739364375,178.87426892503194,10000,1.614201212075493,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,SARS-like respiratory virus,SARS-CoV-2,0.02,0.2,0.004,4938004530.573419,4938004530.573419,19752018.122293673,5.4447889796165905,1352.8779535817584,10000,6.555189019171081,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.01,0.15,0.0015,179582197415.0683,179582197415.0683,269373296.12260246,75.85832901047004,18450.225761822086,10000,89.3980990634973,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,Ebola-like viral haemorrhagic fever,Ebola,0.005,0.2,0.001,4501277581.681578,4501277581.681578,4501277.5816815775,1.2744836169433604,308.3066836768204,10000,1.4938587638483602,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,Mpox-like orthopoxvirus,Mpox,0.02,0.2,0.004,1245974052.5100775,1245974052.5100775,4983896.21004031,1.3982809954334159,341.36275411235005,10000,1.6540275280463754,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,High-burden enteric outbreak,Norovirus,0.1,0.2,0.020000000000000004,135416537.87930387,135416537.87930387,2708330.757586078,0.33107763317937006,185.50210668397793,10000,0.898825625436898,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,SARS-like respiratory virus,SARS-CoV-2,0.05,0.4,0.020000000000000004,343144245.5864057,343144245.5864057,6862884.911728115,1.8917846312694622,470.0606103923366,10000,6.504679937269008,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.03,0.35,0.010499999999999999,8138317796.598728,8138317796.598728,85452336.86428663,24.063677737200756,5852.899785225111,10000,80.99219327487079,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,Ebola-like viral haemorrhagic fever,Ebola,0.02,0.4,0.008,434317589.15275407,434317589.15275407,3474540.7132220324,0.9835195804698431,237.98224063164605,10000,3.293188733195395,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,Mpox-like orthopoxvirus,Mpox,0.05,0.4,0.020000000000000004,127151635.8182495,127151635.8182495,2543032.7163649905,0.7137547588090652,174.18032303869796,10000,2.410300347844939,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,High-burden enteric outbreak,Norovirus,0.25,0.4,0.1,71740856.5423497,71740856.5423497,7174085.65423497,0.8639472726621222,491.3757297421212,10000,6.799637706819865,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,SARS-like respiratory virus,SARS-CoV-2,0.05,0.4,0.020000000000000004,1018485138.988826,1018485138.988826,20369702.779776525,5.614630093298198,1395.1851219025018,10000,5.867516488452665,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.03,0.35,0.010499999999999999,28512490539.35949,28512490539.35949,299381150.6632746,84.30919186574603,20505.558264607847,10000,86.23708734683692,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,Ebola-like viral haemorrhagic fever,Ebola,0.02,0.4,0.008,1194229492.2557976,1194229492.2557976,9553835.93804638,2.70443409367386,654.3723245237247,10000,2.7519935121544163,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,Mpox-like orthopoxvirus,Mpox,0.05,0.4,0.020000000000000004,345201497.03184354,345201497.03184354,6904029.940636872,1.937470668889496,472.87876305732004,10000,1.9887138242231215,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,High-burden enteric outbreak,Norovirus,0.25,0.4,0.1,109518352.30848765,109518352.30848765,10951835.230848767,1.3235736077655407,750.1257007430662,10000,3.1546888283328665,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,SARS-like respiratory virus,SARS-CoV-2,0.05,0.4,0.020000000000000004,2748885143.0326104,2748885143.0326104,54977702.860652216,15.153841821541153,3765.5960863460423,10000,4.990023979382374,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.03,0.35,0.010499999999999999,94794866503.33415,94794866503.33415,995346098.2850085,280.3002537561869,68174.39029349374,10000,90.34209579137652,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,Ebola-like viral haemorrhagic fever,Ebola,0.02,0.4,0.008,2811242678.531605,2811242678.531605,22489941.42825284,6.3669588077919155,1540.4069471406053,10000,2.04128839843192,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,Mpox-like orthopoxvirus,Mpox,0.05,0.4,0.020000000000000004,794035684.7787341,794035684.7787341,15880713.695574684,4.455823289205548,1087.7201161352523,10000,1.4414051156608045,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,High-burden enteric outbreak,Norovirus,0.25,0.4,0.1,130578216.31527328,130578216.31527328,13057821.631527329,1.5878228696821872,894.3713446251595,10000,1.1851867151483644,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,SARS-like respiratory virus,SARS-CoV-2,0.05,0.4,0.020000000000000004,4938004530.573419,4938004530.573419,98760090.61146839,27.223944898082955,6764.389767908794,10000,4.796869783119655,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,0.03,0.35,0.010499999999999999,179582197415.0683,179582197415.0683,1885613072.858217,531.0083030732902,129151.58033275459,10000,91.58598696950403,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,Ebola-like viral haemorrhagic fever,Ebola,0.02,0.4,0.008,4501277581.681578,4501277581.681578,36010220.65345262,10.195868935546883,2466.453469414563,10000,1.7490500288783597,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,Mpox-like orthopoxvirus,Mpox,0.05,0.4,0.020000000000000004,1245974052.5100775,1245974052.5100775,24919481.050201554,6.991404977167081,1706.8137705617503,10000,1.2103624543136433,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,High-burden enteric outbreak,Norovirus,0.25,0.4,0.1,135416537.87930387,135416537.87930387,13541653.787930388,1.6553881658968501,927.5105334198896,10000,0.6577307641842928,B_screening_plus_countermeasures_with_avian
