pathogen,prevalence_tier,follow_up_modality,wbe_false_positive_rate,follow_up_coverage,avg_pax_per_flight,horizon_days,n_total,icu_fraction,icu_los_days,wbe_detection_prob_q,wbe_cost_per_sample,uc_total_cost,wbe_total_cost,delta_c_wbe_minus_uc,wbe_cheaper
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.1,10,947200475.2246656,2260792064.8848686,1313591589.660203,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.1,15,947200475.2246656,2260864148.216989,1313663672.9923234,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.1,25,947200475.2246656,2261008314.881235,1313807839.6565695,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.1,40,947200475.2246656,2261224564.8775992,1314024089.6529336,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.1,60,947200475.2246656,2261512898.2060866,1314312422.981421,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.1,100,947200475.2246656,2262089564.86306,1314889089.6383944,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.1,150,947200475.2246656,2262810398.184278,1315609922.9596124,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.15,10,947200475.2246656,2076240930.2477338,1129040455.0230682,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.15,15,947200475.2246656,2076313013.5798552,1129112538.3551896,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.15,25,947200475.2246656,2076457180.244098,1129256705.0194323,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.15,40,947200475.2246656,2076673430.2404637,1129472955.015798,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.15,60,947200475.2246656,2076961763.568952,1129761288.3442864,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.15,100,947200475.2246656,2077538430.2259257,1130337955.00126,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.15,150,947200475.2246656,2078259263.5471425,1131058788.3224769,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.2,10,947200475.2246656,1916437815.7111008,969237340.4864352,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.2,15,947200475.2246656,1916509899.0432215,969309423.8185558,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.2,25,947200475.2246656,1916654065.7074666,969453590.482801,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.2,40,947200475.2246656,1916870315.7038326,969669840.479167,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.2,60,947200475.2246656,1917158649.0323193,969958173.8076537,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.2,100,947200475.2246656,1917735315.6892927,970534840.464627,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.2,150,947200475.2246656,1918456149.0105093,971255673.7858436,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.25,10,947200475.2246656,1777723487.249885,830523012.0252194,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.25,15,947200475.2246656,1777795570.5820067,830595095.357341,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.25,25,947200475.2246656,1777939737.2462518,830739262.0215862,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.25,40,947200475.2246656,1778155987.242617,830955512.0179513,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.25,60,947200475.2246656,1778444320.5711024,831243845.3464367,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.25,100,947200475.2246656,1779020987.228076,831820512.0034103,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.25,150,947200475.2246656,1779741820.5492938,832541345.3246281,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.3,10,947200475.2246656,1657031224.6664462,709830749.4417806,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.3,15,947200475.2246656,1657103307.9985666,709902832.773901,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.3,25,947200475.2246656,1657247474.6628108,710046999.4381452,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.3,40,947200475.2246656,1657463724.6591775,710263249.4345119,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.3,60,947200475.2246656,1657752057.9876618,710551582.7629962,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.3,100,947200475.2246656,1658328724.6446366,711128249.419971,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.3,150,947200475.2246656,1659049557.9658542,711849082.7411885,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.35,10,947200475.2246656,1551785804.9791224,604585329.7544568,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.35,15,947200475.2246656,1551857888.3112442,604657413.0865786,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.35,25,947200475.2246656,1552002054.9754875,604801579.7508218,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.35,40,947200475.2246656,1552218304.9718533,605017829.7471876,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.35,60,947200475.2246656,1552506638.3003387,605306163.0756731,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.35,100,947200475.2246656,1553083304.957314,605882829.7326484,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.35,150,947200475.2246656,1553804138.2785337,606603663.053868,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.4,10,947200475.2246656,1459819978.0752695,512619502.8506038,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.4,15,947200475.2246656,1459892061.4073908,512691586.1827252,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.4,25,947200475.2246656,1460036228.0716336,512835752.84696794,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.4,40,947200475.2246656,1460252478.0679963,513052002.8433306,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.4,60,947200475.2246656,1460540811.396486,513340336.1718204,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.4,100,947200475.2246656,1461117478.0534604,513917002.8287947,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.4,150,947200475.2246656,1461838311.3746793,514637836.1500137,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.45,10,947200475.2246656,1379305452.1355474,432104976.91088176,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.45,15,947200475.2246656,1379377535.4676695,432177060.24300385,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.45,25,947200475.2246656,1379521702.131914,432321226.90724826,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.45,40,947200475.2246656,1379737952.128279,432537476.9036133,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.45,60,947200475.2246656,1380026285.4567664,432825810.2321007,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.45,100,947200475.2246656,1380602952.1137407,433402476.88907504,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.45,150,947200475.2246656,1381323785.434957,434123310.2102914,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.5,10,947200475.2246656,1308695888.2423804,361495413.01771474,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.5,15,947200475.2246656,1308767971.5745032,361567496.34983754,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.5,25,947200475.2246656,1308912138.2387455,361711663.0140798,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.5,40,947200475.2246656,1309128388.2351112,361927913.0104456,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.5,60,947200475.2246656,1309416721.563598,362216246.3389323,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.5,100,947200475.2246656,1309993388.22057,362792912.99590445,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.5,150,947200475.2246656,1310714221.54179,363513746.31712437,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.55,10,947200475.2246656,1246679817.3168056,299479342.09213996,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.55,15,947200475.2246656,1246751900.6489272,299551425.42426157,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.55,25,947200475.2246656,1246896067.3131716,299695592.088506,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.55,40,947200475.2246656,1247112317.3095372,299911842.08487153,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.55,60,947200475.2246656,1247400650.6380246,300200175.4133589,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.55,100,947200475.2246656,1247977317.294998,300776842.0703323,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.55,150,947200475.2246656,1248698150.6162164,301497675.3915508,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.6,10,947200475.2246656,1192141744.2888656,244941269.06419992,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.6,15,947200475.2246656,1192213827.6209877,245013352.396322,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.6,25,947200475.2246656,1192357994.2852306,245157519.060565,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.6,40,947200475.2246656,1192574244.281596,245373769.0569303,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.6,60,947200475.2246656,1192862577.6100829,245662102.38541722,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.6,100,947200475.2246656,1193439244.267057,246238769.0423913,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.6,150,947200475.2246656,1194160077.5882757,246959602.36361003,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.65,10,947200475.2246656,1144130001.2308323,196929526.0061667,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.65,15,947200475.2246656,1144202084.5629551,197001609.3382895,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.65,25,947200475.2246656,1144346251.2271984,197145776.00253272,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.65,40,947200475.2246656,1144562501.2235632,197362025.99889755,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.65,60,947200475.2246656,1144850834.5520504,197650359.3273847,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.65,100,947200475.2246656,1145427501.2090242,198227025.98435855,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.65,150,947200475.2246656,1146148334.5302427,198947859.30557704,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.7,10,947200475.2246656,1101830160.0743656,154629684.84969997,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.7,15,947200475.2246656,1101902243.4064863,154701768.18182063,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.7,25,947200475.2246656,1102046410.0707316,154845934.846066,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.7,40,947200475.2246656,1102262660.0670965,155062184.84243083,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.7,60,947200475.2246656,1102550993.395584,155350518.17091846,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.7,100,947200475.2246656,1103127660.0525575,155927184.82789183,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.7,150,947200475.2246656,1103848493.3737762,156648018.14911056,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.75,10,947200475.2246656,1064543023.3103137,117342548.08564806,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.75,15,947200475.2246656,1064615106.6424354,117414631.41776979,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.75,25,947200475.2246656,1064759273.3066785,117558798.08201289,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.75,40,947200475.2246656,1064975523.3030446,117775048.07837892,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.75,60,947200475.2246656,1065263856.6315314,118063381.40686572,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.75,100,947200475.2246656,1065840523.2885052,118640048.06383955,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.75,150,947200475.2246656,1066561356.6097238,119360881.38505816,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.8,10,947200475.2246656,1031666383.7808131,84465908.55614746,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.8,15,947200475.2246656,1031738467.1129355,84537991.8882699,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.8,25,947200475.2246656,1031882633.7771792,84682158.5525136,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.8,40,947200475.2246656,1032098883.7735435,84898408.54887784,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.8,60,947200475.2246656,1032387217.1020312,85186741.87736559,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.8,100,947200475.2246656,1032963883.7590064,85763408.53434074,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.8,150,947200475.2246656,1033684717.0802218,86484241.85555613,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.85,10,947200475.2246656,1002679887.7846009,55479412.55993521,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.85,15,947200475.2246656,1002751971.116722,55551495.892056346,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.85,25,947200475.2246656,1002896137.7809652,55695662.55629957,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.85,40,947200475.2246656,1003112387.7773312,55911912.55266559,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.85,60,947200475.2246656,1003400721.105818,56200245.88115239,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.85,100,947200475.2246656,1003977387.7627928,56776912.538127184,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.85,150,947200475.2246656,1004698221.0840089,57497745.85934329,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.9,10,947200475.2246656,977132454.0460302,29931978.821364522,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.9,15,947200475.2246656,977204537.3781525,30004062.153486848,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.9,25,947200475.2246656,977348704.0423973,30148228.81773162,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.9,40,947200475.2246656,977564954.038761,30364478.814095378,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.9,60,947200475.2246656,977853287.3672489,30652812.14258325,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.9,100,947200475.2246656,978429954.0242232,31229478.799557567,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.9,150,947200475.2246656,979150787.3454413,31950312.1207757,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.95,10,947200475.2246656,954631798.6665406,7431323.441874981,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.95,15,947200475.2246656,954703881.9986635,7503406.773997903,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.95,25,947200475.2246656,954848048.662907,7647573.438241363,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.95,40,947200475.2246656,955064298.6592717,7863823.434606075,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.95,60,947200475.2246656,955352631.9877589,8152156.763093233,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.95,100,947200475.2246656,955929298.6447337,8728823.420068026,False
SARS-CoV-2,1x,RAT,0.02,1.0,250,365,10000,0.15,7,0.95,150,947200475.2246656,956650131.9659512,9449656.741285563,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.05,10,947200475.2246656,2593321953.0083494,1646121477.7836838,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.05,15,947200475.2246656,2593394036.3404703,1646193561.1158047,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.05,25,947200475.2246656,2593538203.004717,1646337727.7800512,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.05,40,947200475.2246656,2593754453.001082,1646553977.7764163,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.05,60,947200475.2246656,2594042786.329567,1646842311.1049013,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.05,100,947200475.2246656,2594619452.9865403,1647418977.7618747,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.05,150,947200475.2246656,2595340286.3077602,1648139811.0830946,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.1,10,947200475.2246656,2489880834.446943,1542680359.2222772,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.1,15,947200475.2246656,2489952917.7790647,1542752442.554399,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.1,25,947200475.2246656,2490097084.443311,1542896609.2186456,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.1,40,947200475.2246656,2490313334.4396753,1543112859.2150097,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.1,60,947200475.2246656,2490601667.768162,1543401192.5434961,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.1,100,947200475.2246656,2491178334.425137,1543977859.2004714,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.1,150,947200475.2246656,2491899167.746352,1544698692.5216866,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.15,10,947200475.2246656,2400601828.412016,1453401353.1873503,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.15,15,947200475.2246656,2400673911.744136,1453473436.5194702,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.15,25,947200475.2246656,2400818078.408382,1453617603.1837163,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.15,40,947200475.2246656,2401034328.404746,1453833853.1800804,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.15,60,947200475.2246656,2401322661.7332335,1454122186.5085678,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.15,100,947200475.2246656,2401899328.3902087,1454698853.165543,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.15,150,947200475.2246656,2402620161.711426,1455419686.4867601,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.2,10,947200475.2246656,2323343078.943958,1376142603.7192922,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.2,15,947200475.2246656,2323415162.2760797,1376214687.051414,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.2,25,947200475.2246656,2323559328.940324,1376358853.7156582,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.2,40,947200475.2246656,2323775578.936686,1376575103.7120204,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.2,60,947200475.2246656,2324063912.2651725,1376863437.0405068,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.2,100,947200475.2246656,2324640578.922152,1377440103.6974864,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.2,150,947200475.2246656,2325361412.243367,1378160937.0187016,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.25,10,947200475.2246656,2256316286.594383,1309115811.3697171,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.25,15,947200475.2246656,2256388369.9265027,1309187894.701837,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.25,25,947200475.2246656,2256532536.590751,1309332061.3660855,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.25,40,947200475.2246656,2256748786.5871143,1309548311.3624487,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.25,60,947200475.2246656,2257037119.9156,1309836644.6909342,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.25,100,947200475.2246656,2257613786.5725765,1310413311.347911,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.25,150,947200475.2246656,2258334619.893794,1311134144.6691284,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.3,10,947200475.2246656,2198025347.4675937,1250824872.242928,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.3,15,947200475.2246656,2198097430.7997155,1250896955.5750499,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.3,25,947200475.2246656,2198241597.463958,1251041122.2392921,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.3,40,947200475.2246656,2198457847.4603257,1251257372.23566,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.3,60,947200475.2246656,2198746180.7888107,1251545705.564145,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.3,100,947200475.2246656,2199322847.445783,1252122372.2211175,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.3,150,947200475.2246656,2200043680.7670026,1252843205.542337,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.35,10,947200475.2246656,2147215847.2638853,1200015372.0392196,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.35,15,947200475.2246656,2147287930.5960062,1200087455.3713405,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.35,25,947200475.2246656,2147432097.260249,1200231622.0355833,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.35,40,947200475.2246656,2147648347.256614,1200447872.0319486,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.35,60,947200475.2246656,2147936680.5851026,1200736205.360437,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.35,100,947200475.2246656,2148513347.242076,1201312872.0174103,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.35,150,947200475.2246656,2149234180.563295,1202033705.3386292,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.4,10,947200475.2246656,2102833497.8871772,1155633022.6625116,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.4,15,947200475.2246656,2102905581.219299,1155705105.9946334,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.4,25,947200475.2246656,2103049747.8835423,1155849272.6588767,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.4,40,947200475.2246656,2103265997.8799093,1156065522.6552436,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.4,60,947200475.2246656,2103554331.2083914,1156353855.9837258,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.4,100,947200475.2246656,2104130997.865368,1156930522.6407022,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.4,150,947200475.2246656,2104851831.1865885,1157651355.961923,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.45,10,947200475.2246656,2063989932.1355174,1116789456.9108517,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.45,15,947200475.2246656,2064062015.467641,1116861540.2429755,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.45,25,947200475.2246656,2064206182.131885,1117005706.9072194,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.45,40,947200475.2246656,2064422432.1282475,1117221956.9035819,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.45,60,947200475.2246656,2064710765.4567347,1117510290.232069,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.45,100,947200475.2246656,2065287432.1137092,1118086956.8890436,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.45,150,947200475.2246656,2066008265.4349244,1118807790.2102587,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.5,10,947200475.2246656,2029934547.1854436,1082734071.960778,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.5,15,947200475.2246656,2030006630.5175645,1082806155.292899,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.5,25,947200475.2246656,2030150797.1818094,1082950321.9571438,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.5,40,947200475.2246656,2030367047.1781704,1083166571.9535048,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.5,60,947200475.2246656,2030655380.5066607,1083454905.281995,False
SARS-CoV-2,1x,RAT,0.05,0.5,250,365,10000,0.15,7,0.5,100,947200475.2246656,2031232047.1636333,1084031571.9389677,False
