pathogen,prevalence_tier,strategy,strategy_key,wbe_gated,route_targeted,is_stress_test_only,Rt,gamma,infectious_period_days,CFR_pct,hosp_rate_pct,symptomatic_fraction_pct,sensitivity,specificity,cost_per_test,prevalence_frac,final_S,final_I,final_R,true_positives_cum,false_positives_cum,cumulative_infections,cumulative_hosp_cases,cumulative_deaths,screening_cost,hospital_cost,productivity_cost,mortality_cost,icu_cost,total_societal_cost,cost_minimising_primary_strategy,incremental_cost_vs_no_screening,cases_averted_vs_no_screening,deaths_averted_vs_no_screening,follow_up_modality,follow_up_sensitivity,follow_up_specificity,wbe_detection_prob,wbe_false_positive_rate,follow_up_coverage,avg_pax_per_flight,wbe_cost_per_sample,wbe_sampling_cost,followup_testing_cost,wbe_parameter_status
SARS-CoV-2,0.5x,No systematic screening,none,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.0,1.0,0.0,0.0075,9959974.767564343,455.1593896665297,50520.07304599359,0.0,0.0,50945.23243565671,2483.5800812382677,382.0892432674262,0.0,41897483.878800124,8903215.32424502,1327069625.1203647,7763357.306954137,1385633681.6303642,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
SARS-CoV-2,0.5x,Rapid Antigen Test (RAT),rapid,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.675,0.994,12.5,0.0075,9986938.834509917,148.62019667879875,16471.29529341082,18478.125,21735.749999999854,16610.165490083396,809.7455676415661,124.57624117562534,45052082.57610544,13660143.938257046,2902780.586879621,432674242.38823247,2531144.317971157,496820393.8074452,High-throughput molecular screening,-888813287.8229189,34335.066945573315,257.51300209180084,,,,,,,,,,,
SARS-CoV-2,0.5x,Laboratory PCR,lab,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.97,0.984,100.0,0.0075,9998792.199537981,13.747107969997879,1522.5533540489896,26553.75,57962.00000000036,1535.4004620183414,74.85077252339343,11.51550346513744,360416660.6088435,1262704.1775689838,268324.63773340906,39995154.94562393,233971.65643190008,402176816.02620184,High-throughput molecular screening,-983456865.6041623,49409.83197363837,370.57373980228874,,,,,,,,,,,
SARS-CoV-2,0.5x,High-throughput molecular screening,molecular,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.97,0.984,20.0,0.0075,9998792.199537981,13.747107969997879,1522.5533540489896,26553.75,57962.00000000036,1535.4004620183414,74.85077252339343,11.51550346513744,72083332.12176865,1262704.1775689838,268324.63773340906,39995154.94562393,233971.65643190008,113843487.53912695,High-throughput molecular screening,-1271790194.0912373,49409.83197363837,370.57373980228874,,,,,,,,,,,
SARS-CoV-2,0.5x,WBE-gated RAT follow-up,wbe_gated_rat,True,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,,,12.5,0.0075,9978601.98207179,243.43669524245195,26992.184545083262,5112.396687886495,6798.21590823018,27219.62780659038,1326.956855571267,204.14720854942573,14799422.817055145,22385379.152351107,4756893.069874606,709039158.6717545,4147879.078229763,755128732.7892643,High-throughput molecular screening,-630504948.8410999,23725.604629066333,177.94203471800046,rapid,0.675,0.994,0.5,0.02,1.0,250,50,720833.3212176873,14078589.495837463,placeholder_not_for_inference
SARS-CoV-2,0.5x,WBE-gated Laboratory PCR follow-up,wbe_gated_pcr,True,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,,,100.0,0.0075,9986775.66658344,150.47628065896268,16677.153747393968,7346.703388518388,18128.575755280366,16817.75798253093,819.8657016483797,126.13318486898147,113349549.28791745,13830867.89919451,2939059.428578832,438081788.6622696,2562778.4636742747,570764043.7416348,High-throughput molecular screening,-814869637.8887293,34127.47445312578,255.95605839844472,lab,0.97,0.984,0.5,0.02,1.0,250,50,720833.3212176873,112628715.9666997,placeholder_not_for_inference
SARS-CoV-2,0.5x,WBE-gated Sentinel RT-LAMP follow-up,wbe_gated_lamp,True,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,,,20.0,0.0075,9986775.66658344,150.47628065896268,16677.153747393968,7346.703388518388,18128.575755280366,16817.75798253093,819.8657016483797,126.13318486898147,23246576.514557652,13830867.89919451,2939059.428578832,438081788.6622696,2562778.4636742747,480661070.9682749,High-throughput molecular screening,-904972610.6620893,34127.47445312578,255.95605839844472,molecular,0.97,0.984,0.5,0.02,1.0,250,50,720833.3212176873,22525743.193339966,placeholder_not_for_inference
SARS-CoV-2,0.5x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.97,0.984,20.0,0.0075,9996981.32220192,34.356935088034454,3805.570862995529,2655.375000000018,5796.200000000033,3837.6777980793267,187.08679265636698,28.78258348559496,7208333.212176865,3156084.8400244564,670668.0285051963,99966488.14557105,584803.9556515903,111586378.18192904,High-throughput molecular screening,-1274047303.448435,47107.554637577385,353.30665978183123,,,,,,,,,,,
SARS-CoV-2,1x,No systematic screening,none,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.0,1.0,0.0,0.015,9920425.631877048,904.1293273667359,100570.23879559546,0.0,0.0,101414.36812295206,4943.95044599391,760.6077609221403,0.0,83404277.99868423,17723409.074720412,2641764461.496785,15454322.0997562,2758346470.6699457,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
SARS-CoV-2,1x,Rapid Antigen Test (RAT),rapid,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.675,0.994,12.5,0.015,9973928.823882056,296.5697101633227,32892.10640777322,36956.25,21571.49999999995,33169.1761179436,1616.9973357497506,248.76882088457717,45052082.57610544,27278311.8932306,5796641.277311495,864018928.7448604,5054510.733157436,947200475.2246656,High-throughput molecular screening,-1811145995.44528,68245.19200500846,511.83894003756313,,,,,,,,,,,
SARS-CoV-2,1x,Laboratory PCR,lab,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.97,0.984,100.0,0.015,9997584.838256055,27.488436248569563,3044.6733076868954,53107.5,57523.99999999966,3070.3617439437967,149.68013501725864,23.027713079578238,360416660.6088435,2525047.9869418875,536572.6972251504,79978895.51399644,467876.53875687916,443925053.345764,High-throughput molecular screening,-2314421417.3241816,98344.00637900826,737.5800478425621,,,,,,,,,,,
SARS-CoV-2,1x,High-throughput molecular screening,molecular,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.97,0.984,20.0,0.015,9997584.838256055,27.488436248569563,3044.6733076868954,53107.5,57523.99999999966,3070.3617439437967,149.68013501725864,23.027713079578238,72083332.12176865,2525047.9869418875,536572.6972251504,79978895.51399644,467876.53875687916,155591724.85868904,High-throughput molecular screening,-2602754745.811257,98344.00637900826,737.5800478425621,,,,,,,,,,,
SARS-CoV-2,1x,WBE-gated RAT follow-up,wbe_gated_rat,True,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,,,12.5,0.015,9962850.995720925,422.4786248564358,46885.2490267117,11741.276627502255,10886.764830400389,47279.89553274496,2304.8949072213222,354.5992164955878,23331489.689894654,38883072.6063953,8262652.928859014,1231590535.0441978,7204804.630008549,1309272554.8993535,High-throughput molecular screening,-1449073915.7705922,54134.4725902071,406.0085444265525,rapid,0.675,0.994,0.5,0.02,1.0,250,50,720833.3212176873,22610656.368676946,placeholder_not_for_inference
SARS-CoV-2,1x,WBE-gated Laboratory PCR follow-up,wbe_gated_pcr,True,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,,,100.0,0.015,9981563.77717863,209.75579312567365,23253.817652430836,16872.649375818022,29031.37288106787,23449.7998821984,1143.1777442571706,175.87349911648772,181606084.27063337,19285063.526394702,4098075.9993588743,610839116.2206464,3573408.8298907815,819401748.8469234,High-throughput molecular screening,-1938944721.8230224,77964.56824075367,584.7342618056525,lab,0.97,0.984,0.5,0.02,1.0,250,50,720833.3212176873,180885250.94941556,placeholder_not_for_inference
SARS-CoV-2,1x,WBE-gated Sentinel RT-LAMP follow-up,wbe_gated_lamp,True,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,,,20.0,0.015,9981563.77717863,209.75579312567365,23253.817652430836,16872.649375818022,29031.37288106787,23449.7998821984,1143.1777442571706,175.87349911648772,36897883.51110081,19285063.526394702,4098075.9993588743,610839116.2206464,3573408.8298907815,674693548.0873915,High-throughput molecular screening,-2083652922.5825543,77964.56824075367,584.7342618056525,molecular,0.97,0.984,0.5,0.02,1.0,250,50,720833.3212176873,36177050.189883165,placeholder_not_for_inference
SARS-CoV-2,1x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.97,0.984,20.0,0.015,9993965.38611022,68.67780956943082,7608.436080195915,5310.750000000036,5752.400000000051,7672.6138897798955,374.03992712676956,57.54460417334918,7208333.212176865,6309919.971251757,1340857.9938909984,199861718.5464357,1169191.0534966493,215890020.77725187,High-throughput molecular screening,-2542456449.892694,93741.75423317216,703.0631567487911,,,,,,,,,,,
SARS-CoV-2,2x,No systematic screening,none,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.0,1.0,0.0,0.03,9842708.868419334,1784.401728593635,199306.72985208099,0.0,0.0,200971.1315806657,9797.342664557445,1507.283486854993,0.0,165284071.37488508,35122865.167163074,5235242079.747481,30626166.16652274,5466275182.456056,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
SARS-CoV-2,2x,Rapid Antigen Test (RAT),rapid,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.675,0.994,12.5,0.03,9948060.583330283,590.4896409094451,65583.92702880526,73912.5,21243.00000000016,66135.41666971706,3224.1015626487074,496.0156250228781,45052082.57610544,54390097.34817771,11557895.686487775,1722763264.421918,10078165.096868223,1843841505.1295571,High-throughput molecular screening,-3622433677.3264985,134835.71491094865,1011.2678618321149,,,,,,,,,,,
SARS-CoV-2,2x,Laboratory PCR,lab,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.97,0.984,100.0,0.03,9995171.43187984,54.953780395970675,6087.614339760536,106215.0,56647.999999999665,6138.968120159643,299.27469585777953,46.04226090119686,360416660.6088435,5048655.607570587,1072839.316608748,159912168.56558427,935486.186108668,527385810.284716,High-throughput molecular screening,-4938889372.17134,194832.16346050607,1461.2412259537962,,,,,,,,,,,
SARS-CoV-2,2x,High-throughput molecular screening,molecular,False,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.97,0.984,20.0,0.03,9995171.43187984,54.953780395970675,6087.614339760536,106215.0,56647.999999999665,6138.968120159643,299.27469585777953,46.04226090119686,72083332.12176865,5048655.607570587,1072839.316608748,159912168.56558427,935486.186108668,239052481.7976411,High-throughput molecular screening,-5227222700.658415,194832.16346050607,1461.2412259537962,,,,,,,,,,,
SARS-CoV-2,2x,WBE-gated RAT follow-up,wbe_gated_rat,True,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,,,12.5,0.03,9937052.260875776,715.469905041554,79512.979623665,26519.28959551375,15583.623929846872,80181.10511664188,3908.8288744362853,601.3582883748139,33263970.546378635,65941529.768325925,14012575.075769246,2088645739.2682393,12218577.574719205,2214082392.2334347,High-throughput molecular screening,-3252192790.222621,120790.02646402383,905.9251984801791,rapid,0.675,0.994,0.5,0.02,1.0,250,50,720833.3212176873,32543137.225160915,placeholder_not_for_inference
SARS-CoV-2,2x,WBE-gated Laboratory PCR follow-up,wbe_gated_pcr,True,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,,,100.0,0.03,9979138.415545635,237.33682287151447,26315.04628681779,38109.20134466416,41556.33047959158,26536.791880508023,1293.668604174753,199.02593910380847,261065931.12250528,21823812.87389095,4637560.2357018255,691251991.480709,4043824.150162147,982823119.8629695,High-throughput molecular screening,-4483452062.593086,174434.3397001577,1308.2575477511846,lab,0.97,0.984,0.5,0.02,1.0,250,50,720833.3212176873,260345097.80128732,placeholder_not_for_inference
SARS-CoV-2,2x,WBE-gated Sentinel RT-LAMP follow-up,wbe_gated_lamp,True,False,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,,,20.0,0.03,9979138.415545635,237.33682287151447,26315.04628681779,38109.20134466416,41556.33047959158,26536.791880508023,1293.668604174753,199.02593910380847,52789852.88147521,21823812.87389095,4637560.2357018255,691251991.480709,4043824.150162147,774547041.6219388,High-throughput molecular screening,-4691728140.834117,174434.3397001577,1308.2575477511846,molecular,0.97,0.984,0.5,0.02,1.0,250,50,720833.3212176873,52069019.56025749,placeholder_not_for_inference
SARS-CoV-2,2x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,False,1.6,0.18181818181818182,5.5,0.75,7.5,65.0,0.97,0.984,20.0,0.03,9987941.71797856,137.21179153626758,15206.07022990186,10621.500000000073,5664.800000000041,15334.282021440566,747.5462485452282,115.00711516080423,7208333.212176865,12610858.34069925,2679807.3973985915,399438951.9678496,2336717.8690119167,424274668.7871365,High-throughput molecular screening,-5042000513.66892,185636.84955922514,1392.2763716941888,,,,,,,,,,,
Influenza A/B,0.5x,No systematic screening,none,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.0,1.0,0.0,0.02,9951012.799529064,605.072183723508,76122.1282872061,0.0,0.0,76651.20047093555,919.8144056512267,42.158160259014544,0.0,9114543.281375678,1936840.4472923325,146212465.13873476,2324208.536750792,159588057.40415356,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
Influenza A/B,0.5x,Rapid Antigen Test (RAT),rapid,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.675,0.994,12.5,0.02,9984018.572777022,197.28858484654108,24799.638638140474,49275.0,21461.999999999854,24972.227222979305,299.6667266757488,13.734724972638489,45052082.57610544,2969422.8778715758,631002.3615477104,47634491.99918994,757202.833857253,97044202.64857186,High-throughput molecular screening,-62543854.75558169,51678.97324795625,28.423435286376055,,,,,,,,,,,
Influenza A/B,0.5x,Laboratory PCR,lab,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.97,0.984,100.0,0.02,9998522.330012146,18.237338373708244,2291.6326494846658,70810.0,57232.00000000035,2307.5899878542905,27.691079854251438,1.2691744933198597,360416660.6088435,274392.9146556527,58308.49436432617,4401719.672601096,69970.19323719146,365221051.88370144,High-throughput molecular screening,205632994.4795479,74343.61048308127,40.888985765694684,,,,,,,,,,,
Influenza A/B,0.5x,High-throughput molecular screening,molecular,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.97,0.984,20.0,0.02,9998522.330012146,18.237338373708244,2291.6326494846658,70810.0,57232.00000000035,2307.5899878542905,27.691079854251438,1.2691744933198597,72083332.12176865,274392.9146556527,58308.49436432617,4401719.672601096,69970.19323719146,76887723.39662693,High-throughput molecular screening,-82700334.00752662,74343.61048308127,40.888985765694684,,,,,,,,,,,
Influenza A/B,0.5x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,False,1.25,0.25,4.0,0.055,2.0,60.0,0.97,0.984,20.0,0.02,9996306.765366009,45.58337262569435,5728.151261365721,7080.999999999957,5723.200000000015,5768.0346339921825,69.21641560790684,3.172419048695732,7208333.212176865,685870.5996149576,145747.50241817854,11002507.535489952,174897.00290181424,19217355.852601778,High-throughput molecular screening,-140370701.5515518,70883.16583694337,38.985741210318814,,,,,,,,,,,
Influenza A/B,1x,No systematic screening,none,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.0,1.0,0.0,0.04,9902571.385803243,1204.4079477669775,151704.20624900534,0.0,0.0,152756.61419675685,1833.0793703610823,84.01613780821629,0.0,18164257.942045584,3859904.8126846813,291384971.1536471,4631885.775221619,318041019.6835992,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
Influenza A/B,1x,Rapid Antigen Test (RAT),rapid,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.675,0.994,12.5,0.04,9968095.635387981,393.9585243849872,49541.406087644835,98550.0,21023.99999999996,49885.96461201879,598.6315753442193,27.437280536610086,45052082.57610544,5931898.592782258,1260528.450966229,95157539.92588198,1512634.1411594762,148914683.68689555,High-throughput molecular screening,-169126335.99670362,102870.64958473807,56.578857271606196,,,,,,,,,,,
Influenza A/B,1x,Laboratory PCR,lab,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.97,0.984,100.0,0.04,9997045.161591029,36.46935681913212,4582.7690521477025,141620.0,56063.99999999966,4614.678408970691,55.376140907648235,2.538073124933876,360416660.6088435,548726.256455028,116604.32949669348,8802483.697299408,139925.19539603198,370024400.087491,High-throughput molecular screening,51983380.4038918,148141.93578778618,81.47806468328241,,,,,,,,,,,
Influenza A/B,1x,High-throughput molecular screening,molecular,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.97,0.984,20.0,0.04,9997045.161591029,36.46935681913212,4582.7690521477025,141620.0,56063.99999999966,4614.678408970691,55.376140907648235,2.538073124933876,72083332.12176865,548726.256455028,116604.32949669348,8802483.697299408,139925.19539603198,81691071.60041587,High-throughput molecular screening,-236349948.0831833,148141.93578778618,81.47806468328241,,,,,,,,,,,
Influenza A/B,1x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,False,1.25,0.25,4.0,0.055,2.0,60.0,0.97,0.984,20.0,0.04,9992616.662466211,91.13354236652316,11453.203991417957,14161.999999999915,5606.399999999994,11532.937533788268,138.39525040546053,6.343115643583612,7208333.212176865,1371369.2311069425,291415.96161022503,21999048.082340542,349699.15393227054,31219865.641166832,High-throughput molecular screening,-286821154.04243237,141223.6766629686,77.67302216463267,,,,,,,,,,,
Influenza A/B,2x,No systematic screening,none,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.0,1.0,0.0,0.08,9807280.223263286,2386.554893407714,301293.22184331587,0.0,0.0,303375.77673671395,3640.5093208405697,166.8566772051929,0.0,36074614.980740465,7665855.6834073495,578696948.6493782,9199026.82008881,631636446.1336154,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
Influenza A/B,2x,Rapid Antigen Test (RAT),rapid,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.675,0.994,12.5,0.08,9936423.599200439,785.4672173399458,98852.93358220818,197100.0,20148.000000000156,99539.6007995615,1194.4752095947256,54.746780439758254,45052082.57610544,11836201.732622672,2515192.8681823197,189872402.79415542,3018231.4418187803,252294111.4128847,High-throughput molecular screening,-379342334.72073066,203836.17593715247,112.10989676543466,,,,,,,,,,,
Influenza A/B,2x,Laboratory PCR,lab,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.97,0.984,100.0,0.08,9994092.32814393,72.91745384414072,9163.55440221581,283240.0,53727.99999999971,9227.35185607077,110.72822227284918,5.075043520838923,360416660.6088435,1097214.3760796625,233158.05491692811,17601147.282944582,279789.66590031364,379627969.98868495,High-throughput molecular screening,-252008476.14493042,294148.4248806432,161.78163368435398,,,,,,,,,,,
Influenza A/B,2x,High-throughput molecular screening,molecular,False,False,False,1.25,0.25,4.0,0.055,2.0,60.0,0.97,0.984,20.0,0.08,9994092.32814393,72.91745384414072,9163.55440221581,283240.0,53727.99999999971,9227.35185607077,110.72822227284918,5.075043520838923,72083332.12176865,1097214.3760796625,233158.05491692811,17601147.282944582,279789.66590031364,91294641.50161019,High-throughput molecular screening,-540341804.6320052,294148.4248806432,161.78163368435398,,,,,,,,,,,
Influenza A/B,2x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,False,1.25,0.25,4.0,0.055,2.0,60.0,0.97,0.984,20.0,0.08,9985245.831530575,182.13458333372307,22894.033886100664,28323.99999999983,5372.799999999997,23053.368469424317,276.6404216330948,12.6793526581835,7208333.212176865,2741252.9989700573,582516.2622811372,43974266.85847803,699019.5147373648,55205388.84664342,High-throughput molecular screening,-576431057.2869719,280322.40826728963,154.17732454700942,,,,,,,,,,,
Mpox,0.5x,No systematic screening,none,False,False,False,1.5,0.09523809523809523,10.5,5.5,12.5,90.0,0.0,1.0,0.0,0.002,9992686.557647778,293.69819251979504,11107.74415968532,0.0,0.0,11390.242352223071,1281.4022646250887,563.8169964350398,0.0,35471656.12259517,7537726.926051476,1950941086.7427335,1330187.1045973192,1995280656.8959792,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
Mpox,0.5x,Rapid Antigen Test (RAT),rapid,False,False,False,1.5,0.09523809523809523,10.5,5.5,12.5,90.0,0.675,0.994,12.5,0.002,9997621.746885741,95.51830551198896,3611.334808752523,4927.5,21856.199999999997,3703.2131142582616,416.61147535405627,183.30904915578472,45052082.57610544,11532579.64665114,2450673.1749133663,634291880.5658131,432471.7367494175,693759687.700232,High-throughput molecular screening,-1301520969.1957471,7687.029237964809,380.50794727925506,,,,,,,,,,,
Mpox,0.5x,Laboratory PCR,lab,False,False,False,1.5,0.09523809523809523,10.5,5.5,12.5,90.0,0.97,0.984,100.0,0.002,9999780.413031835,8.819757402134986,333.40721077343915,7080.999999999957,58283.2000000001,341.8909681656987,38.462733918640744,16.923602924201944,360416660.6088435,1064719.1353468169,226252.81626119834,58559552.444074854,39926.96757550561,420307111.972102,High-throughput molecular screening,-1574973544.9238772,11048.351384057372,546.8933935108378,,,,,,,,,,,
Mpox,0.5x,High-throughput molecular screening,molecular,False,False,False,1.5,0.09523809523809523,10.5,5.5,12.5,90.0,0.97,0.984,20.0,0.002,9999780.413031835,8.819757402134986,333.40721077343915,7080.999999999957,58283.2000000001,341.8909681656987,38.462733918640744,16.923602924201944,72083332.12176865,1064719.1353468169,226252.81626119834,58559552.444074854,39926.96757550561,131973783.4850271,High-throughput molecular screening,-1863306873.410952,11048.351384057372,546.8933935108378,,,,,,,,,,,
Mpox,0.5x,WBE-gated RAT follow-up,wbe_gated_rat,True,False,False,1.5,0.09523809523809523,10.5,5.5,12.5,90.0,,,12.5,0.002,9995602.906796245,176.593248364527,6677.5006694980575,1630.9992858669825,3169.83902246847,6847.3624090817875,770.3282710216967,338.9444392495469,7271564.106096287,21324132.65534408,4531378.189260615,1172827296.043925,799654.9745754026,1206754025.9691987,High-throughput molecular screening,-788526630.9267805,4542.879943141284,224.87255718549284,rapid,0.675,0.994,0.5,0.02,1.0,250,50,720833.3212176873,6550730.7848785985,placeholder_not_for_inference
