pathogen,prevalence_tier,strategy,strategy_key,wbe_gated,route_targeted,is_stress_test_only,Rt,gamma,infectious_period_days,CFR_pct,hosp_rate_pct,symptomatic_fraction_pct,sensitivity,specificity,cost_per_test,prevalence_frac,final_S,final_I,final_R,true_positives_cum,false_positives_cum,cumulative_infections,cumulative_hosp_cases,cumulative_deaths,screening_cost,hospital_cost,productivity_cost,mortality_cost,icu_cost,total_societal_cost,cost_minimising_primary_strategy,incremental_cost_vs_no_screening,cases_averted_vs_no_screening,deaths_averted_vs_no_screening,follow_up_modality,follow_up_sensitivity,follow_up_specificity,wbe_detection_prob,wbe_false_positive_rate,follow_up_coverage,avg_pax_per_flight,wbe_cost_per_sample,wbe_sampling_cost,followup_testing_cost,wbe_parameter_status
Ebola,1x,Laboratory PCR,lab,False,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,0.97,0.984,100.0,0.001,9999872.063168658,4.7249651062470175,182.34186624733283,3540.4999999999786,58341.59999999948,186.90483134158114,151.39291338667948,96.72325021926748,360416660.6088435,3143698.7185442834,668035.9776906606,334745696.8820302,1571849.3592721417,700545941.546381,High-throughput molecular screening,-10632956506.450506,6040.970434998013,3126.202200111493,,,,,,,,,,,
Ebola,1x,High-throughput molecular screening,molecular,False,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,0.97,0.984,20.0,0.001,9999872.063168658,4.7249651062470175,182.34186624733283,3540.4999999999786,58341.59999999948,186.90483134158114,151.39291338667948,96.72325021926748,72083332.12176865,3143698.7185442834,668035.9776906606,334745696.8820302,1571849.3592721417,412212613.0593059,High-throughput molecular screening,-10921289834.937582,6040.970434998013,3126.202200111493,,,,,,,,,,,
Ebola,1x,WBE-gated RAT follow-up,wbe_gated_rat,True,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,,,12.5,0.001,9997323.80305243,98.82817803709253,3814.665520660199,733.7032488730937,1817.6664607919186,3910.103844585139,3167.184114113978,2023.478739572819,4473503.6618320765,65767167.88638763,13975523.175857369,7002985469.383868,32883583.943193816,7120085248.051139,High-throughput molecular screening,-4213417199.9457483,2317.7714217544553,1199.4467107579412,rapid,0.675,0.994,0.5,0.02,1.0,250,50,720833.3212176873,3752670.3406143887,placeholder_not_for_inference
Ebola,1x,WBE-gated Laboratory PCR follow-up,wbe_gated_pcr,True,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,,,100.0,0.001,9998017.18292787,73.22448495329121,2826.2338443367044,1054.3587428250364,4847.1105621117495,2896.9469833958174,2346.5270565505916,1499.1700639073256,30742196.04613285,48726057.278990544,10354287.171785481,5188422765.818434,24363028.639495272,5302608334.954834,High-throughput molecular screening,-6030894113.042053,3330.928282943777,1723.7553864234346,lab,0.97,0.984,0.5,0.02,1.0,250,50,720833.3212176873,30021362.72491511,placeholder_not_for_inference
Ebola,1x,WBE-gated Sentinel RT-LAMP follow-up,wbe_gated_lamp,True,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,,,20.0,0.001,9998017.18292787,73.22448495329121,2826.2338443367044,1054.3587428250364,4847.1105621117495,2896.9469833958174,2346.5270565505916,1499.1700639073256,6725105.866200712,48726057.278990544,10354287.171785481,5188422765.818434,24363028.639495272,5278591244.774907,High-throughput molecular screening,-6054911203.22198,3330.928282943777,1723.7553864234346,molecular,0.97,0.984,0.5,0.02,1.0,250,50,720833.3212176873,6004272.544983031,placeholder_not_for_inference
Ebola,1x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,0.97,0.984,20.0,0.001,9999680.165880468,11.812036228696236,455.84708331098324,354.0500000000025,5834.160000000028,467.2541195329229,378.47583682167175,241.8040068582902,7208333.212176865,7859113.555594341,1670061.6305637981,836850054.5308789,3929556.7777971695,857517119.7070115,High-throughput molecular screening,-10475985328.289875,5760.621146806671,2981.12144347247,,,,,,,,,,,
Ebola,2x,No systematic screening,none,False,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,0.0,1.0,0.0,0.002,9991480.155171743,314.55909764507186,12147.285730613892,0.0,0.0,12451.044828256521,10085.346310887842,6443.415698622783,0.0,209424600.73169827,44502727.65548589,22299841744.578995,104712300.36584914,22658481373.33199,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
Ebola,2x,Rapid Antigen Test (RAT),rapid,False,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,0.675,0.994,12.5,0.002,9997228.985238848,102.32931314847336,3949.835448011807,4927.5,21856.199999999997,4048.6547611520127,3279.410356533092,2095.178838896146,45052082.57610544,68097569.381905,14470733.493654836,7251130073.073218,34048784.690952495,7412799243.215841,High-throughput molecular screening,-15245682130.116148,8402.390067104508,4348.236859726637,,,,,,,,,,,
Ebola,2x,Laboratory PCR,lab,False,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,0.97,0.984,100.0,0.002,9999744.130582068,9.449729389248944,364.679688551211,7080.999999999957,58283.2000000001,373.8054179327967,302.78238852556274,193.4443037802208,360416660.6088435,6287326.374580636,1336056.8545983841,669483826.9229375,3143663.187290318,1040667533.9482502,High-throughput molecular screening,-21617813839.38374,12077.239410323724,6249.9713948425615,,,,,,,,,,,
Ebola,2x,High-throughput molecular screening,molecular,False,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,0.97,0.984,20.0,0.002,9999744.130582068,9.449729389248944,364.679688551211,7080.999999999957,58283.2000000001,373.8054179327967,302.78238852556274,193.4443037802208,72083332.12176865,6287326.374580636,1336056.8545983841,669483826.9229375,3143663.187290318,752334205.4611758,High-throughput molecular screening,-21906147167.870815,12077.239410323724,6249.9713948425615,,,,,,,,,,,
Ebola,2x,WBE-gated RAT follow-up,wbe_gated_rat,True,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,,,12.5,0.002,9994862.248857036,189.7129253282373,7324.153478256763,1565.8847393755268,3080.5801015926013,7507.35649876409,6080.958763998887,3885.0569881103997,7086752.405743115,126272369.7681482,26832878.575731512,13445669003.089865,63136184.8840741,13668997188.723545,High-throughput molecular screening,-8989484184.608444,4943.688329492431,2558.358710512383,rapid,0.675,0.994,0.5,0.02,1.0,250,50,720833.3212176873,6365919.084525423,placeholder_not_for_inference
Ebola,2x,WBE-gated Laboratory PCR follow-up,wbe_gated_pcr,True,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,,,100.0,0.002,9996341.280954167,135.1065051110975,5215.3781745148735,2250.23436621372,8214.880270913687,5345.849705279056,4330.138261276049,2766.477222481919,51648185.99742102,89916163.8905932,19107184.826751053,9574406340.202047,44958081.94529659,9780035956.862108,High-throughput molecular screening,-12878445416.469881,7105.195122977465,3676.9384761408637,lab,0.97,0.984,0.5,0.02,1.0,250,50,720833.3212176873,50927352.676203385,placeholder_not_for_inference
Ebola,2x,WBE-gated Sentinel RT-LAMP follow-up,wbe_gated_lamp,True,False,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,,,20.0,0.002,9996341.280954167,135.1065051110975,5215.3781745148735,2250.23436621372,8214.880270913687,5345.849705279056,4330.138261276049,2766.477222481919,10906303.856458366,89916163.8905932,19107184.826751053,9574406340.202047,44958081.94529659,9739294074.721151,High-throughput molecular screening,-12919187298.610838,7105.195122977465,3676.9384761408637,molecular,0.97,0.984,0.5,0.02,1.0,250,50,720833.3212176873,10185470.535240674,placeholder_not_for_inference
Ebola,2x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,False,1.6,0.09523809523809523,10.5,57.49999999999999,90.0,90.0,0.97,0.984,20.0,0.002,9999360.358287912,23.62281751198796,911.6688945740631,708.100000000005,5828.319999999968,934.4817120876064,756.9301867909695,483.59428600534136,7208333.212176865,15717783.01578385,3340028.8908540737,1673652821.1251364,7858891.507891925,1707777857.7518413,High-throughput molecular screening,-20950703515.580147,11516.563116168914,5959.821412617442,,,,,,,,,,,
Diphtheria,0.5x,No systematic screening,none,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.0,1.0,0.0,0.0001,9997201.273152232,368.9885939782515,2524.6382537865384,0.0,0.0,2893.366847768062,347.2040217321663,86.80100543304158,0.0,5114825.264769836,1086900.3687635893,298364807.1115738,0.0,304566532.74510723,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
Diphtheria,0.5x,Rapid Antigen Test (RAT),rapid,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.675,0.994,12.5,0.0001,9999089.934120787,120.042990348177,820.8653888523448,246.37500000000162,21897.809999999958,940.8238792128146,112.89886550553743,28.224716376384357,45052082.57610544,1663162.0567700888,353421.9370636439,97017786.64492181,0.0,144086453.21486107,High-throughput molecular screening,-160480079.53024617,1952.5429685552476,58.576289056657224,,,,,,,,,,,
Diphtheria,0.5x,Laboratory PCR,lab,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.97,0.984,100.0,0.0001,9999915.974552147,11.085806627518965,75.78664122636356,354.0500000000025,58394.15999999955,86.86464785312151,10.423757742374544,2.605939435593636,360416660.6088435,153556.72281137525,32630.80359741724,8957475.497330215,0.0,369560323.63258296,High-throughput molecular screening,64993790.88747573,2806.502199914941,84.19506599744794,,,,,,,,,,,
Diphtheria,0.5x,High-throughput molecular screening,molecular,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.97,0.984,20.0,0.0001,9999915.974552147,11.085806627518965,75.78664122636356,354.0500000000025,58394.15999999955,86.86464785312151,10.423757742374544,2.605939435593636,72083332.12176865,153556.72281137525,32630.80359741724,8957475.497330215,0.0,81226995.14550772,High-throughput molecular screening,-223339537.5995995,2806.502199914941,84.19506599744794,,,,,,,,,,,
Diphtheria,0.5x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.97,0.984,20.0,0.0001,9999789.943767596,27.712641561966475,189.46109083842163,35.405000000000236,5839.416000000036,217.1542324035606,26.058507888427382,6.5146269721068455,7208333.212176865,383878.8108369576,81574.24730285353,22392930.632155854,0.0,30066716.902472533,High-throughput molecular screening,-274499815.8426347,2676.2126153645017,80.28637846093474,,,,,,,,,,,
Diphtheria,1x,No systematic screening,none,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.0,1.0,0.0,0.0002,9994406.912762428,736.8699213661392,5046.0173162062465,0.0,0.0,5782.367237572762,693.8840685087292,173.4710171271823,0.0,10221968.684455138,2172168.345446716,596281506.5932164,0.0,608675643.6231184,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
Diphtheria,1x,Rapid Antigen Test (RAT),rapid,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.675,0.994,12.5,0.0002,9998180.330272906,239.96874152952384,1641.3859855469427,492.75000000000324,21895.620000000054,1881.185727094716,225.7422872513652,56.4355718128413,45052082.57610544,3325511.2708927304,706671.1450647047,193988157.46874267,0.0,243072422.46080527,High-throughput molecular screening,-365603221.1623131,3901.181510478046,117.035445314341,,,,,,,,,,,
Diphtheria,1x,Laboratory PCR,lab,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.97,0.984,100.0,0.0002,9999831.953044206,22.17061323340408,151.5703425638997,708.100000000005,58388.32000000023,173.72535579451988,20.847042695342306,5.211760673835577,360416660.6088435,307106.51422207284,65260.13427219049,17914546.662954245,0.0,378703573.92029244,High-throughput molecular screening,-229972069.70282596,5608.641881778242,168.25925645334672,,,,,,,,,,,
Diphtheria,1x,High-throughput molecular screening,molecular,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.97,0.984,20.0,0.0002,9999831.953044206,22.17061323340408,151.5703425638997,708.100000000005,58388.32000000023,173.72535579451988,20.847042695342306,5.211760673835577,72083332.12176865,307106.51422207284,65260.13427219049,17914546.662954245,0.0,90370245.43321727,High-throughput molecular screening,-518305398.1899011,5608.641881778242,168.25925645334672,,,,,,,,,,,
Diphtheria,1x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.97,0.984,20.0,0.0002,9999579.912156716,55.41903400061228,378.9038092934885,70.81000000000047,5838.831999999983,434.2838432832045,52.114061193984746,13.028515298496187,7208333.212176865,767714.3055546822,163139.28993037003,44783334.49068978,0.0,52922521.29835171,High-throughput molecular screening,-555753122.3247666,5348.083394289558,160.44250182868612,,,,,,,,,,,
Diphtheria,2x,No systematic screening,none,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.0,1.0,0.0,0.0004,9988831.245278953,1469.3266495755565,10079.028071471692,0.0,0.0,11547.314721048286,1385.6777665257907,346.4194416314477,0.0,20413290.926524233,4337824.321886399,1190775304.0472467,0.0,1215526419.2956574,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
Diphtheria,2x,Rapid Antigen Test (RAT),rapid,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.675,0.994,12.5,0.0004,9996362.50708262,479.46907409796825,3281.393843281801,985.5000000000065,21891.239999999947,3760.524917379853,451.26299008558107,112.81574752139527,45052082.57610544,6647773.961491323,1412651.9668169061,387786814.4203273,0.0,440899322.92474097,High-throughput molecular screening,-774627096.3709164,7786.789803668433,233.6036941100524,,,,,,,,,,,
Diphtheria,2x,Laboratory PCR,lab,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.97,0.984,100.0,0.0004,9999663.921846798,44.33722681202963,303.1289263924892,1416.20000000001,58376.64000000038,347.434953203158,41.692194384378794,10.423048596094699,360416660.6088435,614185.3050552513,130514.37732424092,35827476.128223,0.0,396988836.41944605,High-throughput molecular screening,-818537582.8762114,11199.879767845128,335.996393035353,,,,,,,,,,,
Diphtheria,2x,High-throughput molecular screening,molecular,False,False,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.97,0.984,20.0,0.0004,9999663.921846798,44.33722681202963,303.1289263924892,1416.20000000001,58376.64000000038,347.434953203158,41.692194384378794,10.423048596094699,72083332.12176865,614185.3050552513,130514.37732424092,35827476.128223,0.0,108655507.93237126,High-throughput molecular screening,-1106870911.363286,11199.879767845128,335.996393035353,,,,,,,,,,,
Diphtheria,2x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,False,2.75,0.047619047619047616,21.0,7.5,30.0,40.0,0.97,0.984,20.0,0.0004,9999159.922779888,110.81307825181611,757.7341418627557,141.62000000000094,5837.663999999952,868.4692201123352,104.21630641348061,26.054076603370152,7208333.212176865,1535255.3811345226,326241.7684910859,89556563.89951386,0.0,98626394.26131627,High-throughput molecular screening,-1116900025.034341,10678.845500935951,320.3653650280775,,,,,,,,,,,
Measles,0.5x,No systematic screening,none,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.0,1.0,0.0,0.01,634902.1376319515,639.1745439071304,9387088.687824134,0.0,0.0,9387665.862368044,1337742.385387448,13377.423853874472,0.0,16050854388.691969,3410806557.5970373,46814991967.01827,0.0,66276652913.30721,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
Measles,0.5x,Rapid Antigen Test (RAT),rapid,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.675,0.994,12.5,0.01,967265.7966703776,224.85045735954864,9039864.10287227,24637.5,21681.000000000062,9040068.80332961,1288209.8044744702,12882.09804474471,45052082.57610544,15454878237.58759,3284161625.4873633,45076728192.96386,0.0,63860820138.61491,High-throughput molecular screening,-2415832774.6923065,347597.0590384342,495.325809129763,,,,,,,,,,,
Measles,0.5x,Laboratory PCR,lab,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.97,0.984,100.0,0.01,1743648.856350823,25.70412926051032,8257004.339519916,35405.0,57816.00000000038,8257028.183649182,1176626.516170008,11766.265161700083,360416660.6088435,14103933610.759953,2997085892.28649,41136473031.383224,0.0,58597909195.03847,High-throughput molecular screening,-7678743718.268745,1130637.6787188612,1611.1586921743892,,,,,,,,,,,
Measles,0.5x,High-throughput molecular screening,molecular,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.97,0.984,20.0,0.01,1743648.856350823,25.70412926051032,8257004.339519916,35405.0,57816.00000000038,8257028.183649182,1176626.516170008,11766.265161700083,72083332.12176865,14103933610.759953,2997085892.28649,41136473031.383224,0.0,58309575866.55141,High-throughput molecular screening,-7967077046.755806,1130637.6787188612,1611.1586921743892,,,,,,,,,,,
Measles,0.5x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.97,0.984,20.0,0.01,1487256.4925312465,59.56929406465551,8514381.18817468,3540.4999999999786,5781.60000000003,8514436.107468756,1213307.1453142962,12133.071453142978,7208333.212176865,14550257908.773083,3091929805.6142783,42438252233.921524,0.0,60087648281.521065,High-throughput molecular screening,-6189004631.786148,873229.7548992876,1244.3524007314936,,,,,,,,,,,
Measles,1x,No systematic screening,none,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.0,1.0,0.0,0.02,485978.9831808965,1236.1848914050327,9558044.831927702,0.0,0.0,9559157.016819093,1362179.874896722,13621.798748967221,0.0,16344173318.619917,3473136830.2067323,47670505512.6415,0.0,67487815661.46811,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
Measles,1x,Rapid Antigen Test (RAT),rapid,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.675,0.994,12.5,0.02,749188.8654551755,426.6320067782626,9265094.002538042,49275.0,21461.999999999854,9265480.334544817,1320330.947672636,13203.309476726365,45052082.57610544,15841540106.61197,3366327272.655038,46204491977.61818,0.0,65457411439.46128,High-throughput molecular screening,-2030404222.0068283,293676.6822742764,418.48927224085674,,,,,,,,,,,
Measles,1x,Laboratory PCR,lab,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.97,0.984,100.0,0.02,1558465.7113903284,48.64148491334744,8442843.447124751,70810.0,57232.00000000035,8442888.368609682,1203111.5925268785,12031.115925268792,360416660.6088435,14426584454.114702,3065649196.49937,42077537991.16786,0.0,59930188302.39074,High-throughput molecular screening,-7557627359.07737,1116268.6482094117,1590.6828236984293,,,,,,,,,,,
Measles,1x,High-throughput molecular screening,molecular,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.97,0.984,20.0,0.02,1558465.7113903284,48.64148491334744,8442843.447124751,70810.0,57232.00000000035,8442888.368609682,1203111.5925268785,12031.115925268792,72083332.12176865,14426584454.114702,3065649196.49937,42077537991.16786,0.0,59641854973.903694,High-throughput molecular screening,-7845960687.564415,1116268.6482094117,1590.6828236984293,,,,,,,,,,,
Measles,1x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.97,0.984,20.0,0.02,1243648.8067838568,111.41240780124242,8759634.280808352,7080.999999999957,5723.200000000015,8759736.39321612,1248262.4360333018,12482.624360332997,7208333.212176865,14973075844.484262,3181778616.9529033,43671471213.07904,0.0,61833534007.728424,High-throughput molecular screening,-5654281653.739685,799420.6236029733,1139.1743886342247,,,,,,,,,,,
Measles,2x,No systematic screening,none,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.0,1.0,0.0,0.04,374488.03799304855,2412.8078634237654,9713619.154143523,0.0,0.0,9715783.962006954,1384499.21458599,13844.992145859922,0.0,16611323585.218504,3529906261.8589325,48449693790.22063,0.0,68590923637.29803,High-throughput molecular screening,0.0,0.0,0.0,,,,,,,,,,,
Measles,2x,Rapid Antigen Test (RAT),rapid,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.675,0.994,12.5,0.04,573628.9071871283,819.4267862581396,9454970.666026616,98550.0,21023.99999999996,9455709.492812885,1347438.6027258355,13474.386027258357,45052082.57610544,16167313111.137815,3435554036.1167903,47154663240.81867,0.0,66802582470.649445,High-throughput molecular screening,-1788341166.6485825,260074.4691940695,370.60611860156496,,,,,,,,,,,
Measles,2x,Laboratory PCR,lab,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.97,0.984,100.0,0.04,1324468.558014413,91.08969287315823,8678155.9522927,141620.0,56063.99999999966,8678239.6019856,1236649.1432829476,12366.49143282947,360416660.6088435,14832763340.93942,3151962209.949629,43262226411.07334,0.0,61607368622.57118,High-throughput molecular screening,-6983555014.726845,1037544.3600213546,1478.5007130304512,,,,,,,,,,,
Measles,2x,High-throughput molecular screening,molecular,False,False,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.97,0.984,20.0,0.04,1324468.558014413,91.08969287315823,8678155.9522927,141620.0,56063.99999999966,8678239.6019856,1236649.1432829476,12366.49143282947,72083332.12176865,14832763340.93942,3151962209.949629,43262226411.07334,0.0,61319035294.0842,High-throughput molecular screening,-7271888343.213829,1037544.3600213546,1478.5007130304512,,,,,,,,,,,
Measles,2x,High-throughput molecular (route-targeted),molecular_route_targeted,False,True,True,5.0,0.1111111111111111,9.0,0.15000000000000002,15.0,95.0,0.97,0.984,20.0,0.04,994759.1634866068,208.9789065778538,9011820.857606806,14161.999999999915,5606.399999999994,9012011.236513412,1284211.60120316,12842.11601203159,7208333.212176865,15406705620.537535,3273924944.3642287,44936224726.567856,0.0,63624063624.68176,High-throughput molecular screening,-4966860012.616264,703772.7254935429,1002.8761338283311,,,,,,,,,,,
