scenario,avian_included,prob_scenario,lead_days,threat_class,representative_pathogen,panel_target,avian_influenza,avian_influenza_label,probability_note,annual_event_probability,useful_warning_probability_given_event,combined_prob,conditional_Bd,expected_annual_contribution,expected_deaths_averted_per_year,expected_infections_averted_per_year,cost_per_arriving_flight_contribution,pct_of_portfolio_ev,portfolio_view
A_screening_only,True,base,10,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,805964357.9865174,3223857.43194607,0.8847668321155372,117.9689109487418,220.81215287301848,15.445708778924592,A_screening_only_with_avian
A_screening_only,True,base,10,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.01,0.15,0.0015,8932886573.27259,13399329.859908886,3.7611068876087814,210.41157413196007,917.7623191718416,64.19705313208256,A_screening_only_with_avian
A_screening_only,True,base,10,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.2,0.001,1392881958.856351,1392881.958856351,0.3926241918663443,0.7586940905629954,95.40287389427061,6.673387255504765,A_screening_only_with_avian
A_screening_only,True,base,10,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,426881392.9713511,1707525.5718854044,0.47963677788201187,9.689631876404288,116.95380629352086,8.180865088686035,A_screening_only_with_avian
A_screening_only,True,base,10,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.1,0.2,0.020000000000000004,57429677.54085997,1148593.5508171995,0.13933463276372965,30963.251725273287,78.67079115186299,5.502985744802055,A_screening_only_with_avian
A_screening_only,True,base,14,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,943137669.2712979,3772550.677085192,1.035857673584124,138.11435647788696,258.3938819921364,16.446858811603107,A_screening_only_with_avian
A_screening_only,True,base,14,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.01,0.15,0.0015,9416028708.222347,14124043.06233352,3.9648079263403546,221.8074364386212,967.4002097488712,61.57535364764989,A_screening_only_with_avian
A_screening_only,True,base,14,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.2,0.001,1740143255.0663261,1740143.2550663261,0.4906008031705923,0.9480208756919765,119.18789418262507,7.58635015876104,A_screening_only_with_avian
A_screening_only,True,base,14,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,539100914.5110083,2156403.658044033,0.6060392492670545,12.243217156910184,147.69888068794748,9.401084184262578,A_screening_only_with_avian
A_screening_only,True,base,14,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.1,0.2,0.020000000000000004,57233908.768292546,1144678.1753658513,0.14075127317135477,31278.06070474549,78.40261475108571,4.990353197723386,A_screening_only_with_avian
A_screening_only,True,high,2,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,241492178.50591385,4829843.570118278,1.3244260383196527,176.59013844261457,330.81120343275876,8.7757302340981,A_screening_only_with_avian
A_screening_only,True,high,2,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.03,0.35,0.010499999999999999,3916852884.104416,41126955.283096366,11.543079425464928,645.766681144891,2816.9147454175595,74.72686427097489,A_screening_only_with_avian
A_screening_only,True,high,2,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,353436560.6499882,2827492.4851999055,0.7967513710393443,1.5396161759213824,193.66386884930859,5.137497918684421,A_screening_only_with_avian
A_screening_only,True,high,2,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,105523812.04786122,2110476.2409572247,0.5922827637446753,11.965308358478255,144.553167188851,3.834693585254245,A_screening_only_with_avian
A_screening_only,True,high,2,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,41416047.939712554,4141604.7939712554,0.4901952291033176,108932.27313407074,283.6715612309079,7.525213990988348,A_screening_only_with_avian
A_screening_only,True,high,5,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,514963782.718466,10299275.654369323,2.825043664859139,376.6724886478795,705.4298393403645,10.239279326062094,A_screening_only_with_avian
A_screening_only,True,high,5,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.03,0.35,0.010499999999999999,7004691610.055396,73549261.90558165,20.6434121870217,1154.8762062669493,5037.620678464496,73.12081569129187,A_screening_only_with_avian
A_screening_only,True,high,5,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,806833377.1732329,6454667.017385864,1.8190525889404814,3.515077466551737,442.10048064286735,6.4170666720329725,A_screening_only_with_avian
A_screening_only,True,high,5,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,243437617.05326664,4868752.341065334,1.3668063622948587,27.61224974333049,333.47618774420096,4.84039041798415,A_screening_only_with_avian
A_screening_only,True,high,5,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,54139859.62895316,5413985.962895316,0.6463851949066474,143641.15442369916,370.82095636269287,5.382447892628909,A_screening_only_with_avian
A_screening_only,True,high,10,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,805964357.9865174,16119287.159730352,4.423834160577687,589.8445547437091,1104.0607643650926,11.910370838873787,A_screening_only_with_avian
A_screening_only,True,high,10,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.03,0.35,0.010499999999999999,8932886573.27259,93795309.0193622,26.32774821326147,1472.8810189237204,6424.33623420289,69.30436205381521,A_screening_only_with_avian
A_screening_only,True,high,10,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,1392881958.856351,11143055.670850808,3.1409935349307543,6.069552724503963,763.2229911541649,8.233486009828539,A_screening_only_with_avian
A_screening_only,True,high,10,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,426881392.9713511,8537627.859427024,2.3981838894100598,48.44815938202145,584.7690314676043,6.308362949455458,A_screening_only_with_avian
A_screening_only,True,high,10,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,57429677.54085997,5742967.754085997,0.6966731638186481,154816.2586263664,393.3539557593149,4.243418148026999,A_screening_only_with_avian
A_screening_only,True,high,14,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,943137669.2712979,18862753.385425963,5.179288367920622,690.5717823894349,1291.9694099606825,12.731545400665176,A_screening_only_with_avian
A_screening_only,True,high,14,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.03,0.35,0.010499999999999999,9416028708.222347,98868301.43633464,27.75365548438248,1552.6520550703483,6771.801468242099,66.73184146042523,A_screening_only_with_avian
A_screening_only,True,high,14,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,1740143255.0663261,13921146.040530609,3.9248064253647383,7.584167005535812,953.5031534610006,9.396173465388456,A_screening_only_with_avian
A_screening_only,True,high,14,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,539100914.5110083,10782018.290220167,3.030196246335273,61.21608578455093,738.4944034397375,7.277397555268969,A_screening_only_with_avian
A_screening_only,True,high,14,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,57233908.768292546,5723390.876829255,0.7037563658567738,156390.30352372743,392.0130737554284,3.8630421182521877,A_screening_only_with_avian
B_screening_plus_countermeasures,False,low,2,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,345079882.5488643,86269.97063721607,0.023647307890868274,3.152974385449028,5.908902098439457,40.46586958451533,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,2,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.001,0.05,5e-05,436335889.44759166,21816.794472379584,0.006146997377936519,0.01187825580277561,1.4943009912588756,10.233405127538553,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,2,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,127236726.96956265,31809.18174239066,0.008921934485113314,0.18024110070936017,2.178711078245936,14.920443237318622,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,2,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.05,0.001,73295988.77919096,73295.98877919096,0.008639472726621222,1919.882828138047,5.020273204054175,34.38028205062749,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,1024229240.7837348,256057.3101959337,0.07018287616622745,9.357716822163885,17.538171931228337,49.787040730015946,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.001,0.05,5e-05,1199778685.7938857,59988.93428969429,0.016902713085461627,0.03266224750813896,4.108831115732485,11.664074392353315,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,345432451.99984366,86358.11299996091,0.024218383361118697,0.4892602699215897,5.914939246572665,16.791221020038083,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,5,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.05,0.001,111900783.85525835,111900.78385525834,0.013235736077655408,2941.274683923498,7.6644372503601605,21.757663857592654,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,10,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,2764384500.191813,691096.1250479532,0.18942302276926437,25.256403035902178,47.33535103068173,59.352674167024446,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,10,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.001,0.05,5e-05,2824303959.3935056,141215.1979696753,0.039793492548699474,0.07689563777526523,9.672273833539403,12.127834795694188,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,10,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,794566729.2649114,198641.68231622785,0.055697791115069346,1.1252079013144993,13.605594679193688,17.05973253096533,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,10,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.05,0.001,133436189.84063351,133436.1898406335,0.015878228696821872,3528.4952659604855,9.139465057577638,11.459758506316042,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,4965842586.359615,1241460.6465899039,0.3402993112260369,45.373241496803985,85.03155113629478,64.73804058283388,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.001,0.05,5e-05,4522189045.440847,226109.45227204237,0.06372418084716802,0.1231385137143315,15.486948785756327,11.790855342501407,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,1246807123.926026,311701.7809815065,0.08739256221458849,1.7655063073653843,21.349437053527843,16.25421039511062,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,low,14,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.05,0.001,138396056.06113338,138396.0560611334,0.0165538816589685,3678.6403686597346,9.479181921995439,7.216893679554087,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,345079882.5488643,1380319.5301954572,0.3783569262538924,50.44759016718445,94.54243357503131,36.405419582415874,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.2,0.001,436335889.44759166,436335.8894475917,0.12293994755873039,0.2375651160555122,29.886019825177513,11.508198490792086,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,127236726.96956265,508946.9078782506,0.14275095176181302,2.8838576113497627,34.85937725193497,13.423287377421365,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,2,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.1,0.2,0.020000000000000004,73295988.77919096,1465919.7755838195,0.17278945453242447,38397.656562760945,100.40546408108352,38.66309454937067,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,1024229240.7837348,4096916.9631349393,1.1229260186596393,149.72346915462217,280.6107508996534,45.94789447436964,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.2,0.001,1199778685.7938857,1199778.6857938857,0.3380542617092325,0.6532449501627792,82.1766223146497,13.45580223946551,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,345432451.99984366,1381729.8079993746,0.38749413377789915,7.8281643187454355,94.63902794516264,15.49642718691226,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,5,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.1,0.2,0.020000000000000004,111900783.85525835,2238015.6771051674,0.2647147215531082,58825.49367846997,153.28874500720326,25.099876099252587,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,2764384500.191813,11057538.000767251,3.03076836430823,404.10244857443485,757.3656164909077,56.047603948312116,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.2,0.001,2824303959.3935056,2824303.9593935055,0.7958698509739894,1.5379127555053047,193.44547667078805,14.315616164715262,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,794566729.2649114,3178266.9170596455,0.8911646578411095,18.00332642103199,217.689514867099,16.10975656579446,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,10,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.1,0.2,0.020000000000000004,133436189.84063351,2668723.796812671,0.3175645739364375,70569.90531920973,182.7893011515528,13.52702332117816,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,4965842586.359615,19863370.34543846,5.4447889796165905,725.9718639488638,1360.5048181807165,61.801282419171905,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.2,0.001,4522189045.440847,4522189.045440847,1.2744836169433604,2.46277027428663,309.7389757151265,14.069972894320825,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,1246807123.926026,4987228.495704104,1.3982809954334159,28.24810091784615,341.5909928564455,15.516858991794008,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,base,14,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.1,0.2,0.020000000000000004,138396056.06113338,2767921.1212226683,0.33107763317937006,73572.80737319471,189.58363843990878,8.61188569471326,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,345079882.5488643,6901597.650977287,1.8917846312694622,252.23795083592228,472.7121678751567,34.054017243344305,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,436335889.44759166,3490687.1155807334,0.9835195804698431,1.9005209284440976,239.0881586014201,17.22382631335709,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,127236726.96956265,2544734.5393912536,0.7137547588090652,14.419288056748815,174.2968862596749,12.556285988635178,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,2,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,73295988.77919096,7329598.8779190965,0.8639472726621222,191988.2828138047,502.0273204054176,36.16587045466343,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,1024229240.7837348,20484584.8156747,5.614630093298198,748.617345773111,1403.0537544982672,42.51541997453838,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,1199778685.7938857,9598229.486351086,2.70443409367386,5.225959601302233,657.4129785171976,19.920967952055292,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,345432451.99984366,6908649.0399968745,1.937470668889496,39.14082159372719,473.1951397258133,14.338787826805369,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,5,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,111900783.85525835,11190078.385525836,1.3235736077655407,294127.4683923498,766.4437250360162,23.224824246600942,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,2764384500.191813,55287690.003836274,15.153841821541153,2020.5122428721747,3786.8280824545395,51.61426399633706,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,2824303959.3935056,22594431.675148044,6.3669588077919155,12.303302044042438,1547.5638133663044,21.093211911139207,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,794566729.2649114,15891334.58529823,4.455823289205548,90.01663210515997,1088.4475743354953,14.835482156747577,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,10,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,133436189.84063351,13343618.984063352,1.5878228696821872,352849.5265960486,913.9465057577638,12.457041935776157,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,4965842586.359615,99316851.72719233,27.223944898082955,3629.8593197443192,6802.524090903584,56.99018063823724,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,4522189045.440847,36177512.36352678,10.195868935546883,19.70216219429304,2477.911805721012,20.759447453114895,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,1246807123.926026,24936142.478520527,6.991404977167081,141.24050458923077,1707.9549642822278,14.30890367100323,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,False,high,14,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,138396056.06113338,13839605.606113339,1.6553881658968501,367864.0368659735,947.9181921995438,7.9414682376446395,B_screening_plus_countermeasures_without_avian
B_screening_plus_countermeasures,True,low,2,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,345079882.5488643,86269.97063721607,0.023647307890868274,3.152974385449028,5.908902098439457,12.270238014137691,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.002,0.03,6e-05,8164852852.224505,489891.1711334703,0.13750672992686147,7.692684191712539,33.554189803662354,69.6775624986618,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.001,0.05,5e-05,436335889.44759166,21816.794472379584,0.006146997377936519,0.01187825580277561,1.4943009912588756,3.1030178740566177,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,127236726.96956265,31809.18174239066,0.008921934485113314,0.18024110070936017,2.178711078245936,4.5242420755585835,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,2,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.05,0.001,73295988.77919096,73295.98877919096,0.008639472726621222,1919.882828138047,5.020273204054175,10.42493953758532,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,1024229240.7837348,256057.3101959337,0.07018287616622745,9.357716822163885,17.538171931228337,11.479135209303204,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.002,0.03,6e-05,28605454452.896774,1716327.2671738064,0.481766810661406,26.951989407631086,117.55666213519223,76.9435277915954,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.001,0.05,5e-05,1199778685.7938857,59988.93428969429,0.016902713085461627,0.03266224750813896,4.108831115732485,2.6893240706405797,B_screening_plus_countermeasures_with_avian
