pathogen,countermeasure_status,trigger_day,reduction_strength,ramp_days,post_intervention_Rt,winner,winner_key,cost_none,cost_rapid,cost_lab,cost_molecular
Diphtheria,swept,21,0.6,21,1.1,High-throughput molecular screening,molecular,701347424.3799775,273265437.4271006,381493643.05354595,93160314.56647104
Diphtheria,swept,21,0.8,7,0.55,No systematic screening,none,50702477.98093073,61530584.52784114,361937761.0287554,73604432.54168043
Diphtheria,swept,21,0.8,14,0.55,No systematic screening,none,55151213.084318325,62976491.64124847,362071232.12631845,73737903.6392436
Diphtheria,swept,21,0.8,21,0.55,No systematic screening,none,61195006.82498861,64940836.16921221,362252560.7401128,73919232.25303783
Diphtheria,swept,35,0.4,7,1.65,High-throughput molecular screening,molecular,400031187339.14496,228295228412.7247,32389975297.29158,32101641968.804512
Diphtheria,swept,35,0.4,14,1.65,High-throughput molecular screening,molecular,424606701934.4956,252906631757.13727,37880349572.47138,37592016243.98433
Diphtheria,swept,35,0.4,21,1.65,High-throughput molecular screening,molecular,448694052967.38477,278956311270.6897,44396604362.81202,44108271034.32495
Diphtheria,swept,35,0.6,7,1.1,High-throughput molecular screening,molecular,985282811.4760171,365846689.8148463,390051845.1079392,101718516.62086448
Diphtheria,swept,35,0.6,14,1.1,High-throughput molecular screening,molecular,1202035978.480323,436595256.44571143,396594799.5738819,108261471.08680703
Diphtheria,swept,35,0.6,21,1.1,High-throughput molecular screening,molecular,1488263335.7081,530116577.3788836,405247731.22811764,116914402.74104281
Diphtheria,swept,35,0.8,7,0.55,Rapid Antigen Test (RAT),rapid,81435392.65169737,71519491.23938929,362859842.5783862,74526514.09131151
Diphtheria,swept,35,0.8,14,0.55,High-throughput molecular screening,molecular,96760095.4790822,76500588.68776332,363319659.1493655,74986330.6622906
Diphtheria,swept,35,0.8,21,0.55,High-throughput molecular screening,molecular,117088030.65897715,83108150.20418015,363929627.5499813,75596299.06290692
Diphtheria,swept,50,0.4,7,1.65,High-throughput molecular screening,molecular,499827633751.2561,341311871817.3478,63787423433.30666,63499090104.819595
Diphtheria,swept,50,0.4,14,1.65,High-throughput molecular screening,molecular,520166328399.40204,369034277284.4221,74660165227.15033,74371831898.66325
Diphtheria,swept,50,0.4,21,1.65,High-throughput molecular screening,molecular,539049004950.7462,396367990858.7403,87186222110.75633,86897888782.26923
Diphtheria,swept,50,0.6,7,1.1,High-throughput molecular screening,molecular,2525276013.269576,869868618.6630329,436720384.8304998,148387056.343425
Diphtheria,swept,50,0.6,14,1.1,High-throughput molecular screening,molecular,3224730204.8222857,1099829779.0189893,458055498.1740303,169722169.68695566
Diphtheria,swept,50,0.6,21,1.1,High-throughput molecular screening,molecular,4138490278.629773,1401215709.6056392,486056997.9080243,197723669.4209498
Diphtheria,swept,50,0.8,7,0.55,High-throughput molecular screening,molecular,197934620.8879324,109389685.61056954,366355873.4478642,78022544.96078949
Diphtheria,swept,50,0.8,14,0.55,High-throughput molecular screening,molecular,252514065.44454774,127134670.48236278,367994141.0781595,79660812.59108499
Diphtheria,swept,50,0.8,21,0.55,High-throughput molecular screening,molecular,324390177.0095446,150506113.94857427,370151977.68924487,81818649.20217034
Diphtheria,none,-1,0.0,-1,2.75,High-throughput molecular screening,molecular,975186695353.8684,974024129552.9163,971514975179.9745,971226641851.487
