scenario,pathogen,modality_key,modality_label,lead_days,prevalence_tier,prevalence_multiplier,vsl_scenario,vsl,horizon_days,Bd,Bd_nonneg,delta_screening_cost,delta_hospital_cost,delta_productivity_cost,delta_mortality_cost,delta_icu_cost,delta_infections,delta_deaths,immediate_total_cost,delayed_total_cost,immediate_cm_start,delayed_cm_start,Rt,CFR_pct,infectious_period_days,phi_pct,p0_pct,sensitivity
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),2,2x,2.0,base_case,3500000,365,671944331.8190346,671944331.8190346,-249999.99999999255,20325177.97032123,4319100.318693288,643783917.6119859,3766135.918030156,24538.274044513702,184.0370553338529,2026723347.3735142,2698667679.1925488,21,23,1.6,0.75,5.5,50.0,3.0,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),2,2x,2.0,high_income,11600000,365,2161844255.4353514,2161844255.4353514,-249999.99999999255,20325177.97032123,4319100.318693288,2133683841.2283077,3766135.918030156,24538.274044513702,184.0370553338529,6419042244.298059,8580886499.733411,21,23,1.6,0.75,5.5,50.0,3.0,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,0.1x,0.1,low_resource,300000,365,12150667.893483281,12150667.893483281,-624999.9999999925,3106374.490899612,660104.5793161679,8433595.902894884,575592.9203725756,3751.074288683002,28.133057165122544,57459925.66732523,69610593.56080851,21,26,1.6,0.75,5.5,50.0,0.15,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,0.1x,0.1,base_case,3500000,365,102109024.19102871,102109024.19102871,-624999.9999999925,3106374.490899612,660104.5793161679,98391952.20044039,575592.9203725756,3751.074288683002,28.133057165122544,144828287.07043824,246937311.26146695,21,26,1.6,0.75,5.5,50.0,0.15,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,0.1x,0.1,high_income,11600000,365,329816113.56919086,329816113.56919086,-624999.9999999925,3106374.490899612,660104.5793161679,326099041.5786013,575592.9203725756,3751.074288683002,28.133057165122544,365979451.87206817,695795565.441259,21,26,1.6,0.75,5.5,50.0,0.15,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,0.5x,0.5,low_resource,300000,365,62802041.37566927,62802041.37566927,-624999.9999999925,15422140.3534696,3277204.825112281,41870064.308062255,2857631.889025239,18622.46323160641,139.6684742370477,106999764.20340681,169801805.57907608,21,26,1.6,0.75,5.5,50.0,0.75,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,0.5x,0.5,base_case,3500000,365,509416060.6616653,509416060.6616653,-624999.9999999925,15422140.3534696,3277204.825112281,488484083.59405994,2857631.889025239,18622.46323160641,139.6684742370477,543197046.5762736,1052613107.2379389,21,26,1.6,0.75,5.5,50.0,0.75,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,0.5x,0.5,high_income,11600000,365,1639907796.9793453,1639907796.9793453,-624999.9999999925,15422140.3534696,3277204.825112281,1618975819.9117405,2857631.889025239,18622.46323160641,139.6684742370477,1647321417.582594,3287229214.5619392,21,26,1.6,0.75,5.5,50.0,0.75,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,1x,1.0,low_resource,300000,365,125118672.62678578,125118672.62678578,-624999.9999999925,30574287.01939918,6497035.991622322,83007114.07981654,5665235.535947471,36917.92120458372,276.8844090343777,168719919.87784007,293838592.50462586,21,26,1.6,0.75,5.5,50.0,1.5,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,1x,1.0,base_case,3500000,365,1010527889.4781626,1010527889.4781626,-624999.9999999925,30574287.01939918,6497035.991622322,968416330.931198,5665235.535947471,36917.92120458372,276.8844090343777,1039512387.5038227,2050040276.9819853,21,26,1.6,0.75,5.5,50.0,1.5,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,1x,1.0,high_income,11600000,365,3251719969.6332064,3251719969.6332064,-624999.9999999925,30574287.01939918,6497035.991622322,3209608411.0862455,5665235.535947471,36917.92120458372,276.8844090343777,3243705821.1820946,6495425790.815301,21,26,1.6,0.75,5.5,50.0,1.5,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,2x,2.0,low_resource,300000,365,246535345.09491944,246535345.09491944,-624999.9999999925,60096473.8255632,12770500.6879322,163157847.49021718,11135523.091207318,72561.66294089518,544.2124720567136,291486252.29221225,538021597.3871317,21,26,1.6,0.75,5.5,50.0,3.0,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,2x,2.0,base_case,3500000,365,1986885718.3239074,1986885718.3239074,-624999.9999999925,60096473.8255632,12770500.6879322,1903508220.7191942,11135523.091207318,72561.66294089518,544.2124720567136,2026723347.3735142,4013609065.6974216,21,26,1.6,0.75,5.5,50.0,3.0,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),5,2x,2.0,high_income,11600000,365,6392147600.559759,6392147600.559759,-624999.9999999925,60096473.8255632,12770500.6879322,6308770102.955052,11135523.091207318,72561.66294089518,544.2124720567136,6419042244.298059,12811189844.857819,21,26,1.6,0.75,5.5,50.0,3.0,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),10,0.1x,0.1,low_resource,300000,365,33701698.581863195,33701698.581863195,-1250000.0,8498425.741302645,1805915.4700268153,23072649.07140992,1574708.299123725,10264.847006261632,76.98635254696,57459925.66732523,91161624.24918842,21,31,1.6,0.75,5.5,50.0,0.15,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),10,0.1x,0.1,base_case,3500000,365,279809955.3435695,279809955.3435695,-1250000.0,8498425.741302645,1805915.4700268153,269180905.8331153,1574708.299123725,10264.847006261632,76.98635254696,144828287.07043824,424638242.4140077,21,31,1.6,0.75,5.5,50.0,0.15,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),10,0.1x,0.1,high_income,11600000,365,902771480.2716348,902771480.2716348,-1250000.0,8498425.741302645,1805915.4700268153,892142430.7611837,1574708.299123725,10264.847006261632,76.98635254696,365979451.87206817,1268750932.143703,21,31,1.6,0.75,5.5,50.0,0.15,0.675
B_screening_plus_countermeasures,SARS-CoV-2,rapid,Rapid Antigen Test (RAT),10,0.5x,0.5,low_resource,300000,365,171337847.92618585,171337847.92618585,-1250000.0,41964341.33284233,8917422.533229003,113930338.46020563,7775745.599909022,50685.393987208605,380.1404549040641,106999764.20340681,278337612.12959266,21,31,1.6,0.75,5.5,50.0,0.75,0.675
